"","id","stimuli","n","percent","lemma_dis","lemma_naming","source","agreement","dist","target"
"166",1088,"journey",10,32.258064516129,"block","lock","DR2",100,0.0666666666666668,"block_01_og.jpg"
"167",1120,"journey",27,87.0967741935484,"broom","room","boss",94,0.0666666666666668,"broom01.jpg"
"168",1125,"journey",24,77.4193548387097,"slide","side","DR2",95.5,0.0666666666666668,"slide_02_og.jpg"
"169",1176,"make_a_splash",19,61.2903225806452,"slide","side","DR2",95.5,0.0666666666666668,"slide_02_og.jpg"
"170",1211,"picture_this",14,45.1612903225806,"slide","side","DR2",95.5,0.0666666666666668,"slide_02_og.jpg"
"171",1301,"quest",19,61.2903225806452,"brain","rain","moreno-martinez",86,0.0666666666666668,"brain.jpg"
"172",1301,"quest",19,61.2903225806452,"train","rain","moreno-martinez",93,0.0666666666666668,"train.jpg"
"173",1315,"quest",23,74.1935483870968,"slide","side","DR2",95.5,0.0666666666666668,"slide_02_og.jpg"
"174",1320,"quest",17,54.8387096774194,"pear","spear","boss",100,0.0666666666666668,"pear01.jpg"
"175",1344,"quest",18,58.0645161290323,"swing","wing","brodeur",98,0.0666666666666668,"swing.jpg"
"176",1355,"return",10,32.258064516129,"bear","beard","DR2",100,0.0666666666666668,"bear_02_og.jpg"
"177",1431,"return",27,87.0967741935484,"broom","room","boss",94,0.0666666666666668,"broom01.jpg"
"178",1436,"return",17,54.8387096774194,"slide","side","DR2",95.5,0.0666666666666668,"slide_02_og.jpg"
"179",1462,"return",20,64.5161290322581,"swing","wing","brodeur",98,0.0666666666666668,"swing.jpg"
"180",1488,"unfriendly_giants",11,35.4838709677419,"slide","side","DR2",95.5,0.0666666666666668,"slide_02_og.jpg"
"181",1537,"waldo_1",15,48.3870967741936,"slide","side","DR2",95.5,0.0666666666666668,"slide_02_og.jpg"
"182",1587,"wanderer",24,77.4193548387097,"cane","crane","boss",71,0.0666666666666668,"cane.jpg"
"183",1693,"wanderer",23,74.1935483870968,"slide","side","DR2",95.5,0.0666666666666668,"slide_02_og.jpg"
"184",1737,"wanderer",17,54.8387096774194,"swing","wing","brodeur",98,0.0666666666666668,"swing.jpg"
"185",1770,"wild_west",14,45.1612903225806,"slide","side","DR2",95.5,0.0666666666666668,"slide_02_og.jpg"
"186",47,"airport",13,41.9354838709677,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"187",195,"arrival_2",14,45.1612903225806,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"188",264,"arrival_4",14,45.1612903225806,"bride","bridge","DR2",92.9,0.0555555555555556,NA
"189",313,"arrival_4",23,74.1935483870968,"monkey","money","brodeur",73,0.0555555555555556,"proboscismonkey.jpg"
"190",420,"arrival_5",17,54.8387096774194,"tshirt","shirt","boss",82,0.0555555555555556,"tshirt.jpg"
"191",425,"arrival_5",12,38.7096774193548,"stairs","stair","DR2",99.9,0.0555555555555556,"stairs_02_og.jpg"
"192",441,"arrival_5",18,58.0645161290323,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"193",504,"arrival_6",24,77.4193548387097,"monkey","money","brodeur",73,0.0555555555555556,"proboscismonkey.jpg"
"194",534,"arrival_6",16,51.6129032258064,"stairs","stair","DR2",99.9,0.0555555555555556,"stairs_02_og.jpg"
"195",585,"being_a_pirate",25,80.6451612903226,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"196",630,"birthday_party_fun",20,64.5161290322581,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"197",675,"by_the_lake",27,87.0967741935484,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"198",682,"campsite",21,67.741935483871,"bride","bridge","DR2",92.9,0.0555555555555556,NA
"199",714,"campsite",16,51.6129032258064,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"200",747,"deep_sea_divers",28,90.3225806451613,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"201",844,"escape_from_the_zoo",15,48.3870967741936,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"202",846,"escape_from_the_zoo",18,58.0645161290323,"zebra","zebras","moreno-martinez",99,0.0555555555555556,"zebra.jpg"
"203",872,"exhibit_12",15,48.3870967741936,"stairs","stair","DR2",99.9,0.0555555555555556,"stairs_02_og.jpg"
"204",894,"flowerman",13,41.9354838709677,"bricks","brick","DR2",73.8095238,0.0555555555555556,"bricks_01_og.jpg"
"205",895,"flowerman",25,80.6451612903226,"bride","bridge","DR2",92.9,0.0555555555555556,NA
"206",977,"flowerman",14,45.1612903225806,"tshirt","shirt","boss",82,0.0555555555555556,"tshirt.jpg"
"207",1008,"flowerman",21,67.741935483871,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"208",1036,"journey",18,58.0645161290323,"bride","bridge","DR2",92.9,0.0555555555555556,NA
"209",1047,"journey",12,38.7096774193548,"cloud","clouds","brodeur",95,0.0555555555555556,"cloud.jpg"
"210",1107,"journey",18,58.0645161290323,"paper","papers","DR2",72.7,0.0555555555555556,"paper_02_og.jpg"
"211",1142,"journey",12,38.7096774193548,"tower","towers","moreno-martinez",78,0.0555555555555556,"tower.jpg"
"212",1148,"journey",26,83.8709677419355,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"213",1157,"make_a_splash",13,41.9354838709677,"bride","bridge","DR2",92.9,0.0555555555555556,NA
"214",1186,"make_a_splash",28,90.3225806451613,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"215",1219,"picture_this",12,38.7096774193548,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"216",1235,"quest",29,93.5483870967742,"bride","bridge","DR2",92.9,0.0555555555555556,NA
"217",1340,"quest",29,93.5483870967742,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"218",1364,"return",19,61.2903225806452,"bride","bridge","DR2",92.9,0.0555555555555556,NA
"219",1441,"return",19,61.2903225806452,"stairs","stair","DR2",99.9,0.0555555555555556,"stairs_02_og.jpg"
"220",1460,"return",26,83.8709677419355,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"221",1494,"unfriendly_giants",21,67.741935483871,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"222",1549,"waldo_1",13,41.9354838709677,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"223",1572,"wanderer",18,58.0645161290323,"bride","bridge","DR2",92.9,0.0555555555555556,NA
"224",1691,"wanderer",14,45.1612903225806,"tshirt","shirt","boss",82,0.0555555555555556,"tshirt.jpg"
"225",1701,"wanderer",16,51.6129032258064,"stairs","stair","DR2",99.9,0.0555555555555556,"stairs_02_og.jpg"
"226",1731,"wanderer",27,87.0967741935484,"waiter","water","DR2",97.1428571,0.0555555555555556,"waiter_01_og.jpg"
"227",1771,"wild_west",13,41.9354838709677,"table","stable","brodeur",81,0.0555555555555556,"table01.jpg"
"228",106,"arrival_1",16,51.6129032258064,"feather","father","boss",100,0.0476190476190477,"feather03a.jpg"
"229",283,"arrival_4",17,54.8387096774194,"feather","father","boss",100,0.0476190476190477,"feather03a.jpg"
"230",477,"arrival_6",12,38.7096774193548,"feather","father","boss",100,0.0476190476190477,"feather03a.jpg"
"231",1065,"journey",12,38.7096774193548,"feather","father","boss",100,0.0476190476190477,"feather03a.jpg"
"232",1391,"return",13,41.9354838709677,"feather","father","boss",100,0.0476190476190477,"feather03a.jpg"
"233",834,"escape_from_the_zoo",25,80.6451612903226,"rhinoceros","rhinocero","DR2",100,0.0333333333333334,"rhinoceros_02_og.jpg"
"234",1303,"quest",26,83.8709677419355,"rhinoceros","rhinocero","DR2",100,0.0333333333333334,"rhinoceros_02_og.jpg"
