stimuli,lemma,n,percent,isPicturable,notNoun,checkThisWord,duplicateOf,synonymOf,lemma_hc
quest,zeppelind,1,3.125,1,0,1,zeppelin ,,zeppelin
quest,wheell,1,3.125,1,0,1,wheel,,wheel
quest,swimm,1,3.125,1,0,1,"swimming, swim",,swim
quest,statute,2,6.25,1,0,1,statue,momument,statue
quest,sculptur,1,3.125,1,0,1,,,sculpture
quest,stachel,1,3.125,1,0,1,,,satchel
quest,pagoday,1,3.125,1,0,1,,,pagoda
quest,octopuse,1,3.125,1,0,1,"octopuss, octopus",,octopus
quest,octopuss,1,3.125,1,0,1,"octopuse, octopus",,octopus
quest,mountaind,2,6.25,1,0,1,"mountains, mountain",,mountain
quest,graffito,1,3.125,1,0,1,,,graffiti
quest,coliseum,1,3.125,1,0,1,colosseum,,coliseum
quest,cloudier,1,3.125,0,1,1,cloudy,,cloudier 
quest,childrens,1,3.125,0,0,1,,,childrens
quest,benche,1,3.125,1,0,1,bench,,bench
quest,balloond,1,3.125,1,0,1,,,balloon
quest,rhinocero,27,84.375,1,0,1,rhino,,rhinoceros
quest,blimpse,1,3.125,1,0,1,"blimp, blimps ",,blimpse
quest,diive,8,25,0,0,1,,,diive
quest,oxygan,1,3.125,0,0,1,,,oxygan
quest,Ibe,4,12.5,0,1,1,,,Ibe
quest,stroot,2,6.25,0,1,1,,,stroot
quest,backtoback,1,3.125,0,1,1,,,backtoback
quest,drawstr,1,3.125,0,1,1,,,drawstr
quest,dyad,1,3.125,0,1,1,,,dyad
quest,faberge,1,3.125,0,1,1,,,faberge
quest,fa̤ade,1,3.125,0,1,1,,,fa̤ade
quest,gendarme,1,3.125,0,1,1,,,gendarme
quest,headland,1,3.125,0,1,1,,,headland
quest,herme,1,3.125,0,1,1,,,herme
quest,indion,1,3.125,0,1,1,,,indion
quest,k,1,3.125,0,1,1,,,k
quest,krhinow,1,3.125,0,1,1,,,krhinow
quest,lo,1,3.125,0,1,1,,,lo
quest,machu,1,3.125,0,1,1,,,machu
quest,mausoleum,1,3.125,0,1,1,,,mausoleum
quest,nitza,1,3.125,0,1,1,,,nitza
quest,oran,1,3.125,0,1,1,,,oran
quest,pend,1,3.125,0,1,1,,,pend
quest,plume,1,3.125,0,1,1,,,plume
quest,promontory,1,3.125,0,1,1,,,promontory
quest,pyramidy,1,3.125,0,1,1,,,pyramidy
quest,receptacle,1,3.125,0,1,1,,,receptacle
quest,slat,1,3.125,0,1,1,,,slat
quest,statuary,1,3.125,0,1,1,,,statuary
