stimuli,lemma,n,percent,isPicturable,notNoun,checkThisWord,duplicateOf,synonymOf,lemma_hc
by_the_lake,twostory,1,3.125,0,1,1,,,twostory
by_the_lake,swimm,1,3.125,1,0,1,,,swim
by_the_lake,tskis,1,3.125,1,0,1,,,skis
by_the_lake,sai,1,3.125,1,0,1,,,sail
by_the_lake,mustach,1,3.125,1,0,1,,,mustache
by_the_lake,slue,1,3.125,1,0,1,,,glue
by_the_lake,drinnks,1,3.125,1,0,1,,,drinks
by_the_lake,diive,1,3.125,1,0,1,,,dive
by_the_lake,thereis,18,56.25,0,1,1,,,thereis
by_the_lake,itis,16,50,0,1,1,,,itis
by_the_lake,theyare,11,34.375,0,1,1,,,theyare
by_the_lake,thatis,6,18.75,0,1,1,,,thatis
by_the_lake,iti,5,15.625,0,1,1,,,iti
by_the_lake,tthereis,5,15.625,0,1,1,,,tthereis
by_the_lake,doo,2,6.25,0,1,1,,,doo
by_the_lake,letus,2,6.25,0,1,1,,,letus
by_the_lake,theyhave,2,6.25,0,1,1,,,theyhave
by_the_lake,titis,2,6.25,0,1,1,,,titis
by_the_lake,whois,2,6.25,0,1,1,,,whois
by_the_lake,dand,1,3.125,0,1,1,,,dand
by_the_lake,Ibe,1,3.125,0,1,1,,,Ibe
by_the_lake,itwill,1,3.125,0,1,1,,,itwill
by_the_lake,sec,1,3.125,0,1,1,,,sec
by_the_lake,youare,1,3.125,0,1,1,,,youare
by_the_lake,people,29,90.625,1,0,0,person,,people
by_the_lake,boat,26,81.25,1,0,0,,"pontoon, watercraft",boat
by_the_lake,water,26,81.25,1,0,0,,ocean,water
by_the_lake,lake,25,78.125,1,0,0,,,lake
by_the_lake,beach,21,65.625,1,0,0,,seashore,beach
by_the_lake,sandcastle,19,59.375,1,0,0,,,sandcastle
by_the_lake,volleyball,18,56.25,1,0,0,,,volleyball
by_the_lake,pyramid,16,50,1,0,0,,,pyramid
by_the_lake,sand,16,50,1,0,0,,,sand
by_the_lake,dog,15,46.875,1,0,0,doggy,,dog
by_the_lake,ball,14,43.75,1,0,0,,,ball
by_the_lake,building,14,43.75,1,0,0,,,building
by_the_lake,castle,14,43.75,1,0,0,,"sandcastle, manor",castle
by_the_lake,dragon,14,43.75,1,0,0,,,dragon
by_the_lake,house,14,43.75,1,0,0,home,"cabin, cottage",house
by_the_lake,kid,14,43.75,1,0,0,,,kid
by_the_lake,man,14,43.75,1,0,0,,,man
by_the_lake,cabin,13,40.625,1,0,0,,"chalet, house, home, cottage",cabin
by_the_lake,dock,13,40.625,1,0,0,,,dock
by_the_lake,net,13,40.625,1,0,0,,,net
by_the_lake,raft,13,40.625,1,0,0,,"float, inflatable",raft
by_the_lake,guitar,12,37.5,1,0,0,,ukulele,guitar
by_the_lake,hand,12,37.5,1,0,0,,,hand
by_the_lake,umbrella,12,37.5,1,0,0,,,umbrella
by_the_lake,couple,11,34.375,1,0,0,,,couple
by_the_lake,kayak,11,34.375,1,0,0,kayaker,canoe,kayak
by_the_lake,sailboat,11,34.375,1,0,0,,,sailboat
by_the_lake,tube,11,34.375,1,0,0,,,tube
by_the_lake,kite,10,31.25,1,0,0,kites,,kite
by_the_lake,kites,10,31.25,1,0,0,kite ,,kites
