stimuli,lemma,n,percent,isPicturable,notNoun,checkThisWord,duplicateOf,synonymOf,lemma_hc
dinosaurs_spacemen_and_ghouls,graffito,1,3.125,1,0,1,,,graffiti
dinosaurs_spacemen_and_ghouls,itis,25,78.125,0,0,1,,,itis
dinosaurs_spacemen_and_ghouls,thatis,15,46.875,0,0,1,,,thatis
dinosaurs_spacemen_and_ghouls,thereis,15,46.875,0,0,1,,,thereis
dinosaurs_spacemen_and_ghouls,theyare,12,37.5,0,0,1,,,theyare
dinosaurs_spacemen_and_ghouls,heis,9,28.125,0,0,1,,,heis
dinosaurs_spacemen_and_ghouls,um,8,25,0,0,1,,,um
dinosaurs_spacemen_and_ghouls,umm,8,25,0,0,1,,,umm
dinosaurs_spacemen_and_ghouls,iti,6,18.75,0,0,1,,,iti
dinosaurs_spacemen_and_ghouls,thati,5,15.625,0,0,1,,,thati
dinosaurs_spacemen_and_ghouls,tthereis,5,15.625,0,0,1,,,tthereis
dinosaurs_spacemen_and_ghouls,uh,4,12.5,0,0,1,,,uh
dinosaurs_spacemen_and_ghouls,whereis,4,12.5,0,0,1,,,whereis
dinosaurs_spacemen_and_ghouls,theyhave,3,9.375,0,0,1,,,theyhave
dinosaurs_spacemen_and_ghouls,Ibe,2,6.25,0,0,1,,,Ibe
dinosaurs_spacemen_and_ghouls,letus,2,6.25,0,0,1,,,letus
dinosaurs_spacemen_and_ghouls,mar,2,6.25,0,0,1,,,mar
dinosaurs_spacemen_and_ghouls,wehave,2,6.25,0,0,1,,,wehave
dinosaurs_spacemen_and_ghouls,whatis,2,6.25,0,0,1,,,whatis
dinosaurs_spacemen_and_ghouls,a,1,3.125,0,0,1,,,a
dinosaurs_spacemen_and_ghouls,altogether,1,3.125,0,0,1,,,altogether
dinosaurs_spacemen_and_ghouls,amir,1,3.125,0,0,1,,,amir
dinosaurs_spacemen_and_ghouls,hei,1,3.125,0,0,1,,,hei
dinosaurs_spacemen_and_ghouls,hmm,1,3.125,0,0,1,,,hmm
dinosaurs_spacemen_and_ghouls,Iam,1,3.125,0,0,1,,,Iam
dinosaurs_spacemen_and_ghouls,ouf,1,3.125,0,0,1,,,ouf
dinosaurs_spacemen_and_ghouls,outfin,1,3.125,0,0,1,,,outfin
dinosaurs_spacemen_and_ghouls,titis,1,3.125,0,0,1,,,titis
dinosaurs_spacemen_and_ghouls,weare,1,3.125,0,0,1,,,weare
dinosaurs_spacemen_and_ghouls,wir,1,3.125,0,0,1,,,wir
dinosaurs_spacemen_and_ghouls,youhave,1,3.125,0,0,1,,,youhave
dinosaurs_spacemen_and_ghouls,dinosaur,27,84.375,1,0,0,,dino,dinosaur
dinosaurs_spacemen_and_ghouls,people,26,81.25,1,0,0,,,people
dinosaurs_spacemen_and_ghouls,caveman,24,75,1,0,0,cavemen,,caveman
dinosaurs_spacemen_and_ghouls,light,23,71.875,1,0,0,,,light
dinosaurs_spacemen_and_ghouls,space,22,68.75,1,0,0,,,space
dinosaurs_spacemen_and_ghouls,volcano,21,65.625,1,0,0,volcanoe,,volcano
dinosaurs_spacemen_and_ghouls,spaceman,20,62.5,1,0,0,,astronaut ,spaceman
dinosaurs_spacemen_and_ghouls,lot,18,56.25,1,0,0,,,lot
dinosaurs_spacemen_and_ghouls,mummy,17,53.125,1,0,0,,,mummy
dinosaurs_spacemen_and_ghouls,spaceship,17,53.125,1,0,0,,"rocket, spacecraft",spaceship
dinosaurs_spacemen_and_ghouls,cafeteria,16,50,1,0,0,,,cafeteria
dinosaurs_spacemen_and_ghouls,picture,16,50,1,0,0,,,picture
dinosaurs_spacemen_and_ghouls,camera,15,46.875,1,0,0,,,camera
dinosaurs_spacemen_and_ghouls,food,15,46.875,1,0,0,,,food
dinosaurs_spacemen_and_ghouls,tree,15,46.875,1,0,0,,,tree
dinosaurs_spacemen_and_ghouls,alien,14,43.75,1,0,0,aliend,martian,alien
dinosaurs_spacemen_and_ghouls,ghoul,14,43.75,1,0,0,,"ghost, goblin",ghoul
dinosaurs_spacemen_and_ghouls,hand,14,43.75,1,0,0,,,hand
dinosaurs_spacemen_and_ghouls,top,14,43.75,1,0,0,,shirt,top
dinosaurs_spacemen_and_ghouls,costume,12,37.5,1,0,0,,,costume
dinosaurs_spacemen_and_ghouls,door,12,37.5,1,0,0,,,door
dinosaurs_spacemen_and_ghouls,saucer,12,37.5,1,0,0,,,saucer
dinosaurs_spacemen_and_ghouls,pie,11,34.375,1,0,0,,,pie
dinosaurs_spacemen_and_ghouls,astronaut,10,31.25,1,0,0,astronauts,spaceman,astronaut
dinosaurs_spacemen_and_ghouls,makeup,10,31.25,1,0,0,,,makeup
dinosaurs_spacemen_and_ghouls,one,10,31.25,1,0,0,,,one
dinosaurs_spacemen_and_ghouls,rocket,10,31.25,1,0,0,,"spaceship, spacecraft",rocket
dinosaurs_spacemen_and_ghouls,ship,10,31.25,1,0,0,,"spaceship, rocket, boat",ship
dinosaurs_spacemen_and_ghouls,table,10,31.25,1,0,0,,,table
dinosaurs_spacemen_and_ghouls,corner,9,28.125,1,0,0,,,corner
dinosaurs_spacemen_and_ghouls,ice,9,28.125,1,0,0,,,ice
dinosaurs_spacemen_and_ghouls,line,9,28.125,1,0,0,,,line
dinosaurs_spacemen_and_ghouls,mirror,9,28.125,1,0,0,,,mirror
dinosaurs_spacemen_and_ghouls,sky,9,28.125,1,0,0,,,sky
dinosaurs_spacemen_and_ghouls,film,8,25,1,0,0,films,,film
dinosaurs_spacemen_and_ghouls,man,8,25,1,0,0,,,man
dinosaurs_spacemen_and_ghouls,rope,8,25,1,0,0,,,rope
dinosaurs_spacemen_and_ghouls,star,8,25,1,0,0,,,star
dinosaurs_spacemen_and_ghouls,wall,8,25,1,0,0,,,wall
dinosaurs_spacemen_and_ghouls,buffet,7,21.875,1,0,0,,,buffet
dinosaurs_spacemen_and_ghouls,cone,7,21.875,1,0,0,,,cone
dinosaurs_spacemen_and_ghouls,head,7,21.875,1,0,0,,,head
dinosaurs_spacemen_and_ghouls,planet,7,21.875,1,0,0,,,planet
dinosaurs_spacemen_and_ghouls,scaffolding,7,21.875,1,0,0,,,scaffolding
dinosaurs_spacemen_and_ghouls,woman,7,21.875,1,0,0,,lady,woman
dinosaurs_spacemen_and_ghouls,eye,6,18.75,1,0,0,eyes,,eye
dinosaurs_spacemen_and_ghouls,ghost,6,18.75,1,0,0,,,ghost
dinosaurs_spacemen_and_ghouls,lava,6,18.75,1,0,0,,,lava
dinosaurs_spacemen_and_ghouls,window,6,18.75,1,0,0,,,window
dinosaurs_spacemen_and_ghouls,bat,5,15.625,1,0,0,,,bat
dinosaurs_spacemen_and_ghouls,building,5,15.625,1,0,0,,,building
dinosaurs_spacemen_and_ghouls,cream,5,15.625,1,0,0,,,cream
dinosaurs_spacemen_and_ghouls,mountain,5,15.625,1,0,0,mountains,,mountain
dinosaurs_spacemen_and_ghouls,person,5,15.625,1,0,0,,,person
dinosaurs_spacemen_and_ghouls,ring,5,15.625,1,0,0,,,ring
dinosaurs_spacemen_and_ghouls,screen,5,15.625,1,0,0,,,screen
dinosaurs_spacemen_and_ghouls,astronauts,4,12.5,1,0,0,astronaut,,astronauts
dinosaurs_spacemen_and_ghouls,boat,4,12.5,1,0,0,,ship,boat
dinosaurs_spacemen_and_ghouls,chair,4,12.5,1,0,0,,,chair
dinosaurs_spacemen_and_ghouls,clothes,4,12.5,1,0,0,,clothing,clothes
dinosaurs_spacemen_and_ghouls,club,4,12.5,1,0,0,,,club
dinosaurs_spacemen_and_ghouls,counter,4,12.5,1,0,0,,,counter
dinosaurs_spacemen_and_ghouls,crebe,4,12.5,1,0,0,,,crebe
dinosaurs_spacemen_and_ghouls,diner,4,12.5,1,0,0,,,diner
dinosaurs_spacemen_and_ghouls,dracula,4,12.5,1,0,0,,,dracula
dinosaurs_spacemen_and_ghouls,edge,4,12.5,1,0,0,,,edge
dinosaurs_spacemen_and_ghouls,floor,4,12.5,1,0,0,,,floor
dinosaurs_spacemen_and_ghouls,guy,4,12.5,1,0,0,,man,guy
dinosaurs_spacemen_and_ghouls,house,4,12.5,1,0,0,,,house
dinosaurs_spacemen_and_ghouls,ladder,4,12.5,1,0,0,,,ladder
dinosaurs_spacemen_and_ghouls,moon,4,12.5,1,0,0,,,moon
dinosaurs_spacemen_and_ghouls,spotlights,4,12.5,1,0,0,,,spotlights
dinosaurs_spacemen_and_ghouls,water,4,12.5,1,0,0,,,water
dinosaurs_spacemen_and_ghouls,werewolf,4,12.5,1,0,0,,,werewolf
dinosaurs_spacemen_and_ghouls,arm,3,9.375,1,0,0,,,arm
dinosaurs_spacemen_and_ghouls,face,3,9.375,1,0,0,,,face
dinosaurs_spacemen_and_ghouls,flame,3,9.375,1,0,0,,,flame
dinosaurs_spacemen_and_ghouls,glass,3,9.375,1,0,0,,,glass
dinosaurs_spacemen_and_ghouls,goblin,3,9.375,1,0,0,,,goblin
dinosaurs_spacemen_and_ghouls,nose,3,9.375,1,0,0,,,nose
dinosaurs_spacemen_and_ghouls,orange,3,9.375,1,0,0,,,orange
dinosaurs_spacemen_and_ghouls,outfit,3,9.375,1,0,0,,,outfit
dinosaurs_spacemen_and_ghouls,pants,3,9.375,1,0,0,,,pants
dinosaurs_spacemen_and_ghouls,pulley,3,9.375,1,0,0,,,pulley
dinosaurs_spacemen_and_ghouls,register,3,9.375,1,0,0,,,register
dinosaurs_spacemen_and_ghouls,string,3,9.375,1,0,0,,,string
dinosaurs_spacemen_and_ghouls,suit,3,9.375,1,0,0,suits,,suit
dinosaurs_spacemen_and_ghouls,suits,3,9.375,1,0,0,suit,,suits
dinosaurs_spacemen_and_ghouls,ufo,3,9.375,1,0,0,,"spaceship, spacecraft",ufo
dinosaurs_spacemen_and_ghouls,waldo,3,9.375,1,0,0,,,waldo
dinosaurs_spacemen_and_ghouls,zomby,3,9.375,1,0,0,zombie,,zomby
dinosaurs_spacemen_and_ghouls,bandage,2,6.25,1,0,0,,,bandage
dinosaurs_spacemen_and_ghouls,boot,2,6.25,1,0,0,,,boot
dinosaurs_spacemen_and_ghouls,cable,2,6.25,1,0,0,,,cable
dinosaurs_spacemen_and_ghouls,cameraman,2,6.25,1,0,0,,,cameraman
dinosaurs_spacemen_and_ghouls,cave,2,6.25,1,0,0,,,cave
dinosaurs_spacemen_and_ghouls,crane,2,6.25,1,0,0,,,crane
dinosaurs_spacemen_and_ghouls,deli,2,6.25,1,0,0,,,deli
dinosaurs_spacemen_and_ghouls,dot,2,6.25,1,0,0,,,dot
dinosaurs_spacemen_and_ghouls,fight,2,6.25,1,0,0,,,fight
dinosaurs_spacemen_and_ghouls,films,2,6.25,1,0,0,film,,films
dinosaurs_spacemen_and_ghouls,finger,2,6.25,1,0,0,,,finger
dinosaurs_spacemen_and_ghouls,flintstone,2,6.25,1,0,0,,,flintstone
dinosaurs_spacemen_and_ghouls,foot,2,6.25,1,0,0,,,foot
dinosaurs_spacemen_and_ghouls,fur,2,6.25,1,0,0,,,fur
dinosaurs_spacemen_and_ghouls,gear,2,6.25,1,0,0,,,gear
dinosaurs_spacemen_and_ghouls,glove,2,6.25,1,0,0,,,glove
dinosaurs_spacemen_and_ghouls,hair,2,6.25,1,0,0,,,hair
dinosaurs_spacemen_and_ghouls,hamburger,2,6.25,1,0,0,,,hamburger
dinosaurs_spacemen_and_ghouls,helmet,2,6.25,1,0,0,,,helmet
dinosaurs_spacemen_and_ghouls,hill,2,6.25,1,0,0,,,hill
dinosaurs_spacemen_and_ghouls,hollywood,2,6.25,1,0,0,,,hollywood
dinosaurs_spacemen_and_ghouls,horn,2,6.25,1,0,0,,,horn
dinosaurs_spacemen_and_ghouls,jacket,2,6.25,1,0,0,,,jacket
dinosaurs_spacemen_and_ghouls,leg,2,6.25,1,0,0,,,leg
dinosaurs_spacemen_and_ghouls,martian,2,6.25,1,0,0,,alien,martian
dinosaurs_spacemen_and_ghouls,microphone,2,6.25,1,0,0,mic,,microphone
dinosaurs_spacemen_and_ghouls,poster,2,6.25,1,0,0,,,poster
dinosaurs_spacemen_and_ghouls,queen,2,6.25,1,0,0,,,queen
dinosaurs_spacemen_and_ghouls,restaurant,2,6.25,1,0,0,,,restaurant
dinosaurs_spacemen_and_ghouls,rhinocero,2,6.25,1,0,0,,,rhinocero
dinosaurs_spacemen_and_ghouls,saturn,2,6.25,1,0,0,,planet,saturn
dinosaurs_spacemen_and_ghouls,shop,2,6.25,1,0,0,,store,shop
dinosaurs_spacemen_and_ghouls,smoke,2,6.25,1,0,0,,,smoke
dinosaurs_spacemen_and_ghouls,stegosaurus,2,6.25,1,0,0,,dinosaur,stegosaurus
dinosaurs_spacemen_and_ghouls,theater,2,6.25,1,0,0,,,theater
dinosaurs_spacemen_and_ghouls,toga,2,6.25,1,0,0,,,toga
