"","stimuli","origin","synonyms"
"1","airport","box","box"
"2","airport","airport","airport"
"3","airport","people","people"
"4","airport","aircraft","airliner"
"5","airport","aircraft","airship"
"6","airport","aircraft","plane"
"7","airport","bag","baggage"
"8","airport","bag","luggage"
"9","airport","bag","suitcase"
"10","airport","fire","fire"
"11","airport","balloon","balloon"
"12","airport","airplane","airplane"
"13","airport","bus","bus"
"14","airport","truck","truck"
"15","airport","helicopter","helicopter"
"16","airport","elephant","elephant"
"17","airport","man","man"
"18","airport","flag","flag"
"19","airport","line","line"
"20","airport","smoke","smoke"
"21","airport","cart","cart"
"22","airport","couple","couple"
"23","airport","jet","jet"
"24","airport","sky","sky"
"25","airport","tower","tower"
"26","airport","water","water"
"27","airport","hose","hose"
"28","airport","rocket","rocket"
"29","airport","watch","watch"
"30","airport","blimp","blimp"
"31","airport","waldo","waldo"
"32","airport","wing","wing"
"33","airport","attendant","crew"
"34","airport","attendant","staff"
"35","airport","card","card"
"36","airport","stair","stair"
"37","airport","tarmac","tarmac"
"38","airport","building","building"
"39","airport","coat","coat"
"40","airport","engine","engine"
"41","airport","guy","guy"
"42","airport","person","person"
"43","airport","saucer","spaceship"
"44","airport","flagpole","flagpole"
"45","airport","forklift","forklift"
"46","airport","fuel","fuel"
"47","airport","nose","nose"
"48","airport","picture","picture"
"49","airport","pilot","pilot"
"50","airport","security","security"
"51","airport","ticket","ticket"
"52","airport","traffic","traffic"
"53","airport","vehicle","vehicle"
"54","airport","desk","desk"
"55","airport","door","door"
"56","airport","fork","fork"
"57","airport","page","page"
"58","airport","stripe","stripe"
"59","airport","cargo","cargo"
"60","airport","carousel","carousel"
"61","airport","cockpit","cockpit"
"62","airport","passengers","passengers"
"63","airport","runway","runway"
"64","airport","terminal","terminal"
"65","airport","trucks","trucks"
"66","airport","uniform","uniform"
"67","airport","beard","beard"
"68","airport","belt","belt"
"69","airport","folk","folk"
"70","airport","herd","herd"
"71","airport","knife","knife"
"72","airport","passenger","passenger"
"73","airport","bed","bed"
"74","airport","book","book"
"75","airport","boy","boy"
"76","airport","car","car"
"77","airport","counter","counter"
"78","airport","crate","crate"
"79","airport","deck","deck"
"80","airport","food","food"
"81","airport","gas","gas"
"82","airport","group","group"
"83","airport","hand","hand"
"84","airport","handler","handler"
"85","airport","hat","hat"
"86","airport","lift","lift"
"87","airport","postcard","postcard"
"88","airport","ramp","ramp"
"89","airport","shirt","shirt"
"90","airport","shoe","shoe"
"91","airport","tractor","tractor"
"92","airport","woman","woman"
"93","airport","aircraft","plane"
"94","airport","aircraft","ship"
"95","airport","arm","arm"
"96","airport","carpet","carpet"
"97","airport","case","case"
"98","airport","check","check"
"99","airport","cigarette","cigarette"
"100","airport","crates","crates"
"101","airport","fighter","fighter"
"102","airport","guard","guard"
"103","airport","paper","paper"
"104","airport","officer","official"
"105","airport","officer","police"
"106","airport","officer","policeman"
"107","airport","saucer","ship"
"108","airport","saucer","spaceship"
"109","airport","screen","screen"
"110","airport","postage","postmark"
"111","airport","postage","stamp"
"112","airport","step","step"
"113","airport","tail","tail"
"114","airport","train","train"
"115","airport","weapon","weapon"
"116","airport","window","window"
"117","airport","aircraft","airliner"
"118","airport","aircraft","airship"
"119","airport","bird","bird"
"120","airport","body","body"
"121","airport","cartoon","cartoon"
"122","airport","character","character"
"123","airport","cone","cone"
"124","airport","cow","cow"
"125","airport","crowd","crowd"
"126","airport","dirigible","dirigible"
"127","airport","eagle","eagle"
"128","airport","elephants","elephants"
"129","airport","england","england"
"130","airport","face","face"
"131","airport","fireman","fireman"
"132","airport","foot","foot"
"133","airport","freight","freight"
"134","airport","head","head"
"135","airport","image","image"
"136","airport","jacket","jacket"
"137","airport","kid","kid"
"138","airport","morning","morning"
"139","airport","mover","mover"
"140","airport","newspaper","newspaper"
"141","airport","photo","photo"
"142","airport","plate","plate"
"143","airport","point","point"
"144","airport","propeller","propeller"
"145","airport","roof","roof"
"146","airport","seat","seat"
"147","airport","suit","suit"
"148","airport","trailer","trailer"
"149","airport","trench","trench"
"150","airport","trolley","trolley"
"151","airport","ufo","ufo"
"152","airport","wall","wall"
"153","airport","zeppelin","zeppelin"
"154","airport","ad","ad"
"155","airport","antenna","antenna"
"156","airport","art","art"
"157","airport","balcony","balcony"
"158","airport","band","band"
"159","airport","base","base"
"160","airport","bat","bat"
"161","airport","beanies","beanies"
"162","airport","bear","bear"
"163","airport","binocular","binocular"
"164","airport","bishop","bishop"
"165","airport","board","board"
"166","airport","briefcase","briefcase"
"167","airport","cabin","cabin"
"168","airport","camel","camel"
"169","airport","carriage","carriage"
"170","airport","carrier","carrier"
"171","airport","castle","castle"
"172","airport","child","child"
"173","airport","chute","chute"
"174","airport","circle","circle"
"175","airport","city","city"
"176","airport","clothing","clothing"
"177","airport","cloud","cloud"
"178","airport","controller","controller"
"179","airport","controllers","controllers"
"180","airport","conveyor","conveyor"
"181","airport","customer","customer"
"182","airport","device","device"
"183","airport","diesel","diesel"
"184","airport","dog","dog"
"185","airport","doorway","doorway"
"186","airport","family","family"
"187","airport","fighter","figure"
"188","airport","firefighter","firefighter"
"189","airport","firetruck","firetruck"
"190","airport","foam","foam"
"191","airport","gasoline","gasoline"
"192","airport","gate","gate"
"193","airport","giant","giant"
"194","airport","glass","glass"
"195","airport","graph","graph"
"196","airport","hair","hair"
"197","airport","hell","hell"
"198","airport","highway","highway"
"199","airport","hinge","hinge"
"200","airport","hip","hip"
"201","airport","hockey","hockey"
"202","airport","hydrant","hydrant"
"203","airport","jumpsuit","jumpsuit"
"204","airport","knee","knee"
"205","airport","knight","knight"
"206","airport","lacrosse","lacrosse"
"207","airport","lady","lady"
"208","airport","light","light"
"209","airport","lime","lime"
"210","airport","mint","mint"
"211","airport","motor","motor"
"212","airport","note","note"
"213","airport","office","office"
"214","airport","outfit","outfit"
"215","airport","outfits","outfits"
"216","airport","package","package"
"217","airport","pallet","pallet"
"218","airport","panels","panels"
"219","airport","pants","pants"
"220","airport","passport","passport"
"221","airport","pathway","pathway"
"222","airport","peoples","peoples"
"223","airport","pickup","pickup"
"224","airport","pole","pole"
"225","airport","pool","pool"
"226","airport","purse","purse"
"227","airport","quarter","quarter"
"228","airport","rack","rack"
"229","airport","radio","radio"
"230","airport","ring","ring"
"231","airport","rockets","rockets"
"232","airport","rotor","rotor"
"233","airport","rudder","rudder"
"234","airport","runner","runner"
"235","airport","shadow","shadow"
"236","airport","shoot","shoot"
"237","airport","shuttle","shuttle"
"238","airport","skirt","skirt"
"239","airport","sock","sock"
"240","airport","space","space"
"241","airport","spy","spy"
"242","airport","square","square"
"243","airport","staircase","stairwell"
"244","airport","staircase","staiway"
"245","airport","staircase","stairway"
"246","airport","staircase","stairwell"
"247","airport","star","star"
"248","airport","steward","steward"
"249","airport","stewardess","stewardess"
"250","airport","street","street"
"251","airport","string","string"
"252","airport","suits","suits"
"253","airport","table","table"
"254","airport","tank","tank"
"255","airport","taxi","taxi"
"256","airport","tourist","tourist"
"257","airport","toy","toy"
"258","airport","tram","tram"
"259","airport","tree","tree"
"260","airport","tube","tube"
"261","airport","turnstile","turnstile"
"262","airport","turret","turret"
"263","airport","van","van"
"264","airport","vessel","vessel"
"265","airport","vest","vest"
"266","airport","wagon","wagon"
"267","airport","walkway","walkway"
"268","airport","watchtower","watchtower"
"269","airport","wind","wind"
"270","airport","yard","yard"
"271","airport","officer","official"
"272","airport","officer","Police"
"273","airport","officer","policeman"
"274","airport","hijacker","hijacker"
"275","airport","trike","trike"
"276","airport","sail","sail"
"277","ancient_rome","air","air"
"278","ancient_rome","ant","ant"
"279","ancient_rome","arena","stadium"
"280","ancient_rome","arm","limb"
"281","ancient_rome","armor","armor"
"282","ancient_rome","axle","axle"
"283","ancient_rome","band","band"
"284","ancient_rome","banner","banner"
"285","ancient_rome","bed","bed"
"286","ancient_rome","bib","bib"
"287","ancient_rome","bleacher","bleacher"
"288","ancient_rome","blood","blood"
"289","ancient_rome","blue","blue"
"290","ancient_rome","body","body"
"291","ancient_rome","book","book"
"292","ancient_rome","booth","booth"
"293","ancient_rome","broom","broom"
"294","ancient_rome","brown","brown"
"295","ancient_rome","buggy","carriage"
"296","ancient_rome","buggy","cart"
"297","ancient_rome","buggy","chariot"
"298","ancient_rome","bull","bull"
"299","ancient_rome","bullfight","bullfight"
"300","ancient_rome","bun","bun"
"301","ancient_rome","camera","camera"
"302","ancient_rome","cat","cat"
"303","ancient_rome","caveman","caveman"
"304","ancient_rome","centurion","gladiator"
"305","ancient_rome","centurion","trojan"
"306","ancient_rome","chain","chain"
"307","ancient_rome","chair","seat"
"308","ancient_rome","cheerleader","cheerleader"
"309","ancient_rome","cheetah","cheetah"
"310","ancient_rome","child","child"
"311","ancient_rome","circle","circle"
"312","ancient_rome","circus","circus"
"313","ancient_rome","clothes","clothing"
"314","ancient_rome","coliseum","coliseum"
"315","ancient_rome","colosseum","colosseum"
"316","ancient_rome","corner","corner"
"317","ancient_rome","clothing","costume"
"318","ancient_rome","clothing","outfit"
"319","ancient_rome","couch","sofa"
"320","ancient_rome","cross","cross"
"321","ancient_rome","crowd","group"
"322","ancient_rome","crown","crown"
"323","ancient_rome","cushion","cushion"
"324","ancient_rome","dinner","meal"
"325","ancient_rome","dirt","dirt"
"326","ancient_rome","dish","dish"
"327","ancient_rome","door","door"
"328","ancient_rome","doorway","entryway"
"329","ancient_rome","edge","edge"
"330","ancient_rome","emperor","king"
"331","ancient_rome","face","face"
"332","ancient_rome","fan","fan"
"333","ancient_rome","feather","feather"
"334","ancient_rome","female","woman"
"335","ancient_rome","fire","fire"
"336","ancient_rome","fist","fist"
"337","ancient_rome","flag","flag"
"338","ancient_rome","floor","floor"
"339","ancient_rome","foot","foot"
"340","ancient_rome","fork","fork"
"341","ancient_rome","frame","frame"
"342","ancient_rome","gate","gate"
"343","ancient_rome","gentleman","guy "
"344","ancient_rome","gentleman","male"
"345","ancient_rome","gentleman","man"
"346","ancient_rome","golf","golf"
"347","ancient_rome","gray","gray"
"348","ancient_rome","grey","grey"
"349","ancient_rome","ground","ground"
"350","ancient_rome","gentleman","guy"
"351","ancient_rome","gentleman","male"
"352","ancient_rome","gentleman","man"
"353","ancient_rome","hand","hand"
"354","ancient_rome","hat","hat"
"355","ancient_rome","head","head"
"356","ancient_rome","helmet","helmet"
"357","ancient_rome","hole","hole"
"358","ancient_rome","horse","horse"
"359","ancient_rome","human","person"
"360","ancient_rome","ipad","ipad"
"361","ancient_rome","jaguar","jaguar"
"362","ancient_rome","javelin","javelin"
"363","ancient_rome","knife","knife"
"364","ancient_rome","ladder","ladder"
"365","ancient_rome","ground","land"
"366","ancient_rome","laurel","laurel"
"367","ancient_rome","leave","leave"
"368","ancient_rome","leopard","leopard"
"369","ancient_rome","leopards","leopards"
"370","ancient_rome","light","light"
"371","ancient_rome","line","line"
"372","ancient_rome","lion","lion"
"373","ancient_rome","lione","lione"
"374","ancient_rome","lions","lions"
"375","ancient_rome","lip","lip"
"376","ancient_rome","loincloth","loincloth"
"377","ancient_rome","lot","lot"
"378","ancient_rome","meal","meal"
"379","ancient_rome","mens","mens"
"380","ancient_rome","milk","milk"
"381","ancient_rome","molding","molding"
"382","ancient_rome","mouth","mouth"
"383","ancient_rome","napkin","napkin"
"384","ancient_rome","neck","neck"
"385","ancient_rome","net","net"
"386","ancient_rome","one","one"
"387","ancient_rome","pack","pack"
"388","ancient_rome","page","page"
"389","ancient_rome","pants","pants"
"390","ancient_rome","paw","paw"
"391","ancient_rome","paws","paws"
"392","ancient_rome","people","people"
"393","ancient_rome","person","person"
"394","ancient_rome","phalanx","phalanx"
"395","ancient_rome","picture","picture"
"396","ancient_rome","pile","stack"
"397","ancient_rome","pit","pit"
"398","ancient_rome","dish","plate"
"399","ancient_rome","plow","plow"
"400","ancient_rome","podium","stand"
"401","ancient_rome","pool","pool"
"402","ancient_rome","pot","pot"
"403","ancient_rome","princess","princess"
"404","ancient_rome","pyramid","pyramid"
"405","ancient_rome","queen","queen"
"406","ancient_rome","rain","rain"
"407","ancient_rome","rein","rein"
"408","ancient_rome","reins","reins"
"409","ancient_rome","ring","ring"
"410","ancient_rome","rink","rink"
"411","ancient_rome","rope","rope"
"412","ancient_rome","ruler","ruler"
"413","ancient_rome","sand","sand"
"414","ancient_rome","sandal","sandal"
"415","ancient_rome","screen","screen"
"416","ancient_rome","sea","sea"
"417","ancient_rome","shield","shield"
"418","ancient_rome","shirt","top"
"419","ancient_rome","shoe","shoe"
"420","ancient_rome","shoulders","shoulders"
"421","ancient_rome","spear","spear"
"422","ancient_rome","stage","stage"
"423","ancient_rome","stick","stick"
"424","ancient_rome","rock","stone"
"425","ancient_rome","street","street"
"426","ancient_rome","strongman","strongman"
"427","ancient_rome","dinner","meal"
"428","ancient_rome","dinner","supper"
"429","ancient_rome","sword","sword"
"430","ancient_rome","swords","swords"
"431","ancient_rome","tablet","tablet"
"432","ancient_rome","thumb","thumb"
"433","ancient_rome","tiger","tiger"
"434","ancient_rome","toga","toga"
"435","ancient_rome","top","top"
"436","ancient_rome","tower","tower"
"437","ancient_rome","track","track"
"438","ancient_rome","trident","trident"
"439","ancient_rome","wall","wall"
"440","ancient_rome","water","water"
"441","ancient_rome","wheel","wheel"
"442","ancient_rome","whip","whip"
"443","ancient_rome","white","white"
"444","arrival_1","hand","hand"
"445","arrival_1","hat","hat"
"446","arrival_1","train","train"
"447","arrival_1","bird","bird"
"448","arrival_1","girl","girl"
"449","arrival_1","picture","picture"
"450","arrival_1","clock","clock"
"451","arrival_1","child","kid"
"452","arrival_1","family","family"
"453","arrival_1","luggage","suitcase"
"454","arrival_1","pot","pot"
"455","arrival_1","boot","boot"
"456","arrival_1","cup","cup"
"457","arrival_1","man","man"
"458","arrival_1","paper","paper"
"459","arrival_1","teapot","teapot"
"460","arrival_1","shadow","shadow"
"461","arrival_1","spoon","spoon"
"462","arrival_1","tea","tea"
"463","arrival_1","wall","wall"
"464","arrival_1","woman","woman"
"465","arrival_1","bowl","bowl"
"466","arrival_1","people","people"
"467","arrival_1","table","table"
"468","arrival_1","eye","eye"
"469","arrival_1","origami","origami"
"470","arrival_1","tail","tail"
"471","arrival_1","dragon","dragon"
"472","arrival_1","head","head"
"473","arrival_1","ship","ship"
"474","arrival_1","shoulder","shoulder"
"475","arrival_1","soup","soup"
"476","arrival_1","station","station"
"477","arrival_1","cloth","cloth"
"478","arrival_1","kitchen","kitchen"
"479","arrival_1","street","street"
"480","arrival_1","string","string"
"481","arrival_1","breakfast","breakfast"
"482","arrival_1","bed","bed"
"483","arrival_1","hook","hook"
"484","arrival_1","person","person"
"485","arrival_1","photo","photo"
"486","arrival_1","smoke","steam"
"487","arrival_1","trunk","trunk"
"488","arrival_1","belt","belt"
"489","arrival_1","coat","jacket"
"490","arrival_1","scarf","scarf"
"491","arrival_1","bow","bow"
"492","arrival_1","clothing","clothing"
"493","arrival_1","coffee","coffee"
"494","arrival_1","house","house"
"495","arrival_1","mantle","mantle"
"496","arrival_1","porthole","porthole"
"497","arrival_1","building","building"
"498","arrival_1","couple","couple"
"499","arrival_1","crack","crack"
"500","arrival_1","lid","lid"
"501","arrival_1","page","page"
"502","arrival_1","portrait","portrait"
"503","arrival_1","room","room"
"504","arrival_1","window","window"
"505","arrival_1","arm","arm"
"506","arrival_1","briefcase","briefcase"
"507","arrival_1","chair","chair"
"508","arrival_1","ear","ear"
"509","arrival_1","frame","frame"
"510","arrival_1","handkerchief","handkerchief"
"511","arrival_1","package","package"
"512","arrival_1","photograph","photograph"
"513","arrival_1","saucer","saucer"
"514","arrival_1","shelf","shelf"
"515","arrival_1","sun","sun"
"516","arrival_1","boat","boat"
"517","arrival_1","box","box"
"518","arrival_1","buckle","buckle"
"519","arrival_1","cover","cover"
"520","arrival_1","face","face"
"521","arrival_1","home","home"
"522","arrival_1","mans","mans"
"523","arrival_1","teacup","teacup"
"524","arrival_1","ticket","ticket"
"525","arrival_1","towel","towel"
"526","arrival_1","blanket","blanket"
"527","arrival_1","cereal","cereal"
"528","arrival_1","door","door"
"529","arrival_1","dragons","dragons"
"530","arrival_1","dress","dress"
"531","arrival_1","husband","husband"
"532","arrival_1","kettle","kettle"
"533","arrival_1","money","money"
"534","arrival_1","ocean","ocean"
"535","arrival_1","papers","papers"
"536","arrival_1","sky","sky"
"537","arrival_1","step","step"
"538","arrival_1","strap","strap"
"539","arrival_1","bag","satchel"
"540","arrival_1","bottle","bottle"
"541","arrival_1","corner","corner"
"542","arrival_1","engine","engine"
"543","arrival_1","fabric","fabric"
"544","arrival_1","gift","gift"
"545","arrival_1","headscarf","headscarf"
"546","arrival_1","image","image"
"547","arrival_1","kerchief","kerchief"
"548","arrival_1","ledge","ledge"
"549","arrival_1","postcard","postcard"
"550","arrival_1","row","row"
"551","arrival_1","shirt","shirt"
"552","arrival_1","son","son"
"553","arrival_1","spike","spike"
"554","arrival_1","steamer","steamer"
"555","arrival_1","case","case"
"556","arrival_1","chest","chest"
"557","arrival_1","chip","chip"
"558","arrival_1","circle","circle"
"559","arrival_1","crane","crane"
"560","arrival_1","doorway","doorway"
"561","arrival_1","embrace","embrace"
"562","arrival_1","fact","fact"
"563","arrival_1","guy","guy"
"564","arrival_1","hair","hair"
"565","arrival_1","leather","leather"
"566","arrival_1","night","night"
"567","arrival_1","number","number"
"568","arrival_1","pants","pants"
"569","arrival_1","ribbon","ribbon"
"570","arrival_1","screen","screen"
"571","arrival_1","smokestack","smokestack"
"572","arrival_1","stack","stack"
"573","arrival_1","adult","adult"
"574","arrival_1","air","air"
"575","arrival_1","apron","apron"
"576","arrival_1","book","book"
"577","arrival_1","cabinet","cabinet"
"578","arrival_1","caboose","caboose"
"579","arrival_1","car","car"
"580","arrival_1","cheek","cheek"
"581","arrival_1","chimney","chimney"
"582","arrival_1","clothes","clothes"
"583","arrival_1","coal","coal"
"584","arrival_1","crayon","crayon"
"585","arrival_1","creature","creature"
"586","arrival_1","dish","dish"
"587","arrival_1","drawer","drawer"
"588","arrival_1","floor","floor"
"589","arrival_1","flower","flower"
"590","arrival_1","food","food"
"591","arrival_1","forehead","forehead"
"592","arrival_1","grid","grid"
"593","arrival_1","handle","handle"
"594","arrival_1","hole","hole"
"595","arrival_1","iron","iron"
"596","arrival_1","lap","lap"
"597","arrival_1","metal","metal"
"598","arrival_1","pencil","pencil"
"599","arrival_1","platform","platform"
"600","arrival_1","porridge","porridge"
"601","arrival_1","portal","portal"
"602","arrival_1","rain","rain"
"603","arrival_1","shawl","shawl"
"604","arrival_1","sidewalk","sidewalk"
"605","arrival_1","spout","spout"
"606","arrival_1","square","square"
"607","arrival_1","stew","stew"
"608","arrival_1","stove","stove"
"609","arrival_1","sunshine","sunshine"
"610","arrival_1","titanic","titanic"
"611","arrival_1","town","town"
"612","arrival_1","twine","twine"
"613","arrival_1","vest","vest"
"614","arrival_1","world","world"
"615","arrival_1","alarm","alarm"
"616","arrival_1","alleyway","alleyway"
"617","arrival_1","bank","bank"
"618","arrival_1","battery","battery"
"619","arrival_1","bedding","bedding"
"620","arrival_1","bill","bill"
"621","arrival_1","blankets","blankets"
"622","arrival_1","block","block"
"623","arrival_1","blouse","blouse"
"624","arrival_1","board","board"
"625","arrival_1","business","business"
"626","arrival_1","cabin","cabin"
"627","arrival_1","camera","camera"
"628","arrival_1","caster","caster"
"629","arrival_1","cement","cement"
"630","arrival_1","century","century"
"631","arrival_1","ceramic","ceramic"
"632","arrival_1","character","character"
"633","arrival_1","childhood","childhood"
"634","arrival_1","city","city"
"635","arrival_1","clay","clay"
"636","arrival_1","cloud","cloud"
"637","arrival_1","clouds","clouds"
"638","arrival_1","composite","composite"
"639","arrival_1","cookware","cookware"
"640","arrival_1","countertop","countertop"
"641","arrival_1","cruise","cruise"
"642","arrival_1","cube","cube"
"643","arrival_1","day","day"
"644","arrival_1","deck","deck"
"645","arrival_1","decoration","decoration"
"646","arrival_1","device","device"
"647","arrival_1","dishcloth","dishcloth"
"648","arrival_1","dock","dock"
"649","arrival_1","dollar","dollar"
"650","arrival_1","dove","dove"
"651","arrival_1","female","female"
"652","arrival_1","figure","figurine"
"653","arrival_1","fireplace","fireplace"
"654","arrival_1","folk","folk"
"655","arrival_1","funnel","funnel"
"656","arrival_1","garment","garment"
"657","arrival_1","gentlemen","gentlemen"
"658","arrival_1","grounds","grounds"
"659","arrival_1","hankie","hankie"
"660","arrival_1","hanky","hanky"
"661","arrival_1","heart","heart"
"662","arrival_1","heavy","heavy"
"663","arrival_1","hill","hill"
"664","arrival_1","holes","holes"
"665","arrival_1","hood","hood"
"666","arrival_1","household","household"
"667","arrival_1","information","information"
"668","arrival_1","knee","knee"
"669","arrival_1","knot","knot"
"670","arrival_1","ladle","ladle"
"671","arrival_1","leg","leg"
"672","arrival_1","lens","lens"
"673","arrival_1","light","light"
"674","arrival_1","linen","linen"
"675","arrival_1","locomotive","locomotive"
"676","arrival_1","lunch","lunch"
"677","arrival_1","mache","mache"
"678","arrival_1","machine","machine"
"679","arrival_1","mail","mail"
"680","arrival_1","male","male"
"681","arrival_1","mantelpiece","mantelpiece"
"682","arrival_1","mantlepiece","mantlepiece"
"683","arrival_1","meal","meal"
"684","arrival_1","milk","milk"
"685","arrival_1","mouth","mouth"
"686","arrival_1","mug","mug"
"687","arrival_1","nails","nails"
"688","arrival_1","neck","neck"
"689","arrival_1","newspaper","newspaper"
"690","arrival_1","nose","nose"
"691","arrival_1","novel","novel"
"692","arrival_1","oatmeal","oatmeal"
"693","arrival_1","oceanliner","steamliner"
"694","arrival_1","oceanliner","steamship"
"695","arrival_1","oven","oven"
"696","arrival_1","pamphlet","pamphlet"
"697","arrival_1","panel","panel"
"698","arrival_1","parcel","parcel"
"699","arrival_1","passengers","passengers"
"700","arrival_1","passport","passport"
"701","arrival_1","pen","pen"
"702","arrival_1","photographer","photographer"
"703","arrival_1","pigeon","pigeon"
"704","arrival_1","pitcher","pitcher"
"705","arrival_1","pixel","pixel"
"706","arrival_1","plane","plane"
"707","arrival_1","port","port"
"708","arrival_1","puppy","puppy"
"709","arrival_1","railway","railway"
"710","arrival_1","register","register"
"711","arrival_1","rivet","rivet"
"712","arrival_1","rope","rope"
"713","arrival_1","sack","sack"
"714","arrival_1","school","school"
"715","arrival_1","sculpture","sculpture"
"716","arrival_1","sea","sea"
"717","arrival_1","seal","seal"
"718","arrival_1","seat","seat"
"719","arrival_1","shaw","shaw"
"720","arrival_1","shoe","shoe"
"721","arrival_1","silhouette","silhouette"
"722","arrival_1","sink","sink"
"723","arrival_1","skirt","skirt"
"724","arrival_1","sleeve","sleeve"
"725","arrival_1","slot","slot"
"726","arrival_1","stair","stair"
"727","arrival_1","stateroom","stateroom"
"728","arrival_1","sticker","sticker"
"729","arrival_1","stocking","stocking"
"730","arrival_1","submarine","submarine"
"731","arrival_1","suit","suit"
"732","arrival_1","sunrise","sunrise"
"733","arrival_1","sunset","sunset"
"734","arrival_1","tassel","tassel"
"735","arrival_1","tear","tear"
"736","arrival_1","tentacle","tentacle"
"737","arrival_1","tissue","tissue"
"738","arrival_1","toe","toe"
"739","arrival_1","triangle","triangle"
"740","arrival_1","truck","truck"
"741","arrival_1","tv","tv"
"742","arrival_1","vessel","vessel"
"743","arrival_1","water","water"
"744","arrival_1","winter","winter"
"745","arrival_1","wood","wood"
"746","arrival_1","wrapper","wrapper"
"747","arrival_1","yarn","yarn"
"748","arrival_1","tictactoe","tictactoe"
"749","arrival_2","sculpture","sculpture"
"750","arrival_2","boat","cruise"
"751","arrival_2","boat","sailboat"
"752","arrival_2","boat","ship"
"753","arrival_2","boat","steamboat"
"754","arrival_2","boat","tugboat"
"755","arrival_2","people","people"
"756","arrival_2","bird","bird"
"757","arrival_2","hand","hand"
"758","arrival_2","guy","man"
"759","arrival_2","page","page"
"760","arrival_2","lady","woman"
"761","arrival_2","boat","ship"
"762","arrival_2","statue","statue"
"763","arrival_2","baggage","suitcase"
"764","arrival_2","city","city"
"765","arrival_2","book","book"
"766","arrival_2","baby","baby"
"767","arrival_2","hat","hat"
"768","arrival_2","sky","sky"
"769","arrival_2","arm","arm"
"770","arrival_2","shoulder","shoulder"
"771","arrival_2","image","picture"
"772","arrival_2","head","head"
"773","arrival_2","megaphone","megaphone"
"774","arrival_2","one","one"
"775","arrival_2","gate","gate"
"776","arrival_2","paper","paper"
"777","arrival_2","water","water"
"778","arrival_2","harbor","harbor"
"779","arrival_2","origami","origami"
"780","arrival_2","baggage","luggage"
"781","arrival_2","person","person"
"782","arrival_2","scene","scene"
"783","arrival_2","tail","tail"
"784","arrival_2","teapot","teapot"
"785","arrival_2","child","kid"
"786","arrival_2","deck","deck"
"787","arrival_2","animal","creature"
"788","arrival_2","cup","cup"
"789","arrival_2","family","family"
"790","arrival_2","journal","journal"
"791","arrival_2","line","line"
"792","arrival_2","bunny","rabbit"
"793","arrival_2","skyscraper","skyscraper"
"794","arrival_2","bowl","bowl"
"795","arrival_2","dock","dock"
"796","arrival_2","eye","eye"
"797","arrival_2","piece","piece"
"798","arrival_2","crane","crane"
"799","arrival_2","vase","vase"
"800","arrival_2","cap","cap"
"801","arrival_2","cloud","cloud"
"802","arrival_2","land","land"
"803","arrival_2","liner","liner"
"804","arrival_2","port","port"
"805","arrival_2","pot","pot"
"806","arrival_2","sailboat","sailboat"
"807","arrival_2","steam","steam"
"808","arrival_2","suit","suit"
"809","arrival_2","suits","suits"
"810","arrival_2","sun","sun"
"811","arrival_2","bench","bench"
"812","arrival_2","boy","boy"
"813","arrival_2","building","building"
"814","arrival_2","crowd","crowd"
"815","arrival_2","door","door"
"816","arrival_2","handle","handle"
"817","arrival_2","steamship","steamship"
"818","arrival_2","tea","tea"
"819","arrival_2","teacup","teacup"
"820","arrival_2","white","white"
"821","arrival_2","angle","angle"
"822","arrival_2","apple","apple"
"823","arrival_2","bag","bag"
"824","arrival_2","blanket","blanket"
"825","arrival_2","cityscape","cityscape"
"826","arrival_2","clouds","clouds"
"827","arrival_2","coat","coat"
"828","arrival_2","dragonfly","dragonfly"
"829","arrival_2","face","face"
"830","arrival_2","food","food"
"831","arrival_2","group","group"
"832","arrival_2","ocean","ocean"
"833","arrival_2","package","package"
"834","arrival_2","rope","rope"
"835","arrival_2","shore","shore"
"836","arrival_2","skyline","skyline"
"837","arrival_2","boat","steamboat"
"838","arrival_2","swan","swan"
"839","arrival_2","wing","wing"
"840","arrival_2","basket","basket"
"841","arrival_2","bay","bay"
"842","arrival_2","bucket","bucket"
"843","arrival_2","buoy","buoy"
"844","arrival_2","attire","clothes"
"845","arrival_2","attire","clothing"
"846","arrival_2","attire","garment"
"847","arrival_2","coffee","coffee"
"848","arrival_2","conductor","conductor"
"849","arrival_2","cone","cone"
"850","arrival_2","country","country"
"851","arrival_2","finger","finger"
"852","arrival_2","foot","foot"
"853","arrival_2","fruit","fruit"
"854","arrival_2","hood","hood"
"855","arrival_2","infant","infant"
"856","arrival_2","kettle","kettle"
"857","arrival_2","lid","lid"
"858","arrival_2","light","light"
"859","arrival_2","mouse","mouse"
"860","arrival_2","pen","pen"
"861","arrival_2","pipe","pipe"
"862","arrival_2","plank","plank"
"863","arrival_2","saucer","saucer"
"864","arrival_2","shawl","shawl"
"865","arrival_2","sheet","sheet"
"866","arrival_2","smoke","smoke"
"867","arrival_2","smokestack","smokestack"
"868","arrival_2","triangle","triangle"
"869","arrival_2","airplane","airship"
"870","arrival_2","airplane","plane"
"871","arrival_2","bow","bow"
"872","arrival_2","box","box"
"873","arrival_2","bullhorn","bullhorn"
"874","arrival_2","case","case"
"875","arrival_2","chimney","chimney"
"876","arrival_2","concrete","concrete"
"877","arrival_2","container","container"
"878","arrival_2","coverings","coverings"
"879","arrival_2","ear","ear"
"880","arrival_2","father","father"
