"","stimuli","origin","synonyms"
"7552","unfriendly_giants","mallet","mallet"
"7553","unfriendly_giants","stone","stone"
"7554","unfriendly_giants","trap","trap"
"7555","unfriendly_giants","boat","boat"
"7556","unfriendly_giants","foot","foot"
"7557","unfriendly_giants","human","person"
"7558","unfriendly_giants","page","page"
"7559","unfriendly_giants","river","stream"
"7560","unfriendly_giants","rock","rock"
"7561","unfriendly_giants","scroll","scroll"
"7562","unfriendly_giants","beard","beard"
"7563","unfriendly_giants","face","face"
"7564","unfriendly_giants","hair","hair"
"7565","unfriendly_giants","lake","lake"
"7566","unfriendly_giants","pond","pond"
"7567","unfriendly_giants","shirt","shirt"
"7568","unfriendly_giants","skirt","skirt"
"7569","unfriendly_giants","sword","sword"
"7570","unfriendly_giants","arm","arm"
"7571","unfriendly_giants","broom","broom"
"7572","unfriendly_giants","building","building"
"7573","unfriendly_giants","checker","checker"
"7574","unfriendly_giants","cutout","cutout"
"7575","unfriendly_giants","home","home"
"7576","unfriendly_giants","lakes","lakes"
"7577","unfriendly_giants","structure","structure"
"7578","unfriendly_giants","waist","waist"
"7579","unfriendly_giants","ankle","ankle"
"7580","unfriendly_giants","corner","corner"
"7581","unfriendly_giants","door","door"
"7582","unfriendly_giants","lip","lip"
"7583","unfriendly_giants","noose","noose"
"7584","unfriendly_giants","outfit","outfit"
"7585","unfriendly_giants","ponds","ponds"
"7586","unfriendly_giants","spear","spear"
"7587","unfriendly_giants","statue","statue"
"7588","unfriendly_giants","tunic","tunic"
"7589","unfriendly_giants","weapon","weapon"
"7590","unfriendly_giants","window","window"
"7591","unfriendly_giants","blade","blade"
"7592","unfriendly_giants","business","business"
"7593","unfriendly_giants","chimney","chimney"
"7594","unfriendly_giants","cliff","cliff"
"7595","unfriendly_giants","crowd","crowd"
"7596","unfriendly_giants","figurine","figurine"
"7597","unfriendly_giants","hood","hood"
"7598","unfriendly_giants","horse","horse"
"7599","unfriendly_giants","hut","hut"
"7600","unfriendly_giants","lasso","lasso"
"7601","unfriendly_giants","leg","leg"
"7602","unfriendly_giants","moat","moat"
"7603","unfriendly_giants","mouth","mouth"
"7604","unfriendly_giants","neck","neck"
"7605","unfriendly_giants","pants","pants"
"7606","unfriendly_giants","paper","paper"
"7607","unfriendly_giants","pitchfork","pitchfork"
"7608","unfriendly_giants","ribbon","ribbon"
"7609","unfriendly_giants","rivers","rivers"
"7610","unfriendly_giants","seal","seal"
"7611","unfriendly_giants","shovel","shovel"
"7612","unfriendly_giants","slingshot","slingshot"
"7613","unfriendly_giants","soldier","troop"
"7614","unfriendly_giants","tower","tower"
"7615","unfriendly_giants","towers","towers"
"7616","unfriendly_giants","town","town"
"7617","unfriendly_giants","wizard","wizard"
"7618","unfriendly_giants","wood","wood"
"7619","unfriendly_giants","ants","ants"
"7620","unfriendly_giants","ax","ax"
"7621","unfriendly_giants","axe","axe"
"7622","unfriendly_giants","ball","ball"
"7623","unfriendly_giants","billboard","billboard"
"7624","unfriendly_giants","bird","bird"
"7625","unfriendly_giants","blouse","blouse"
"7626","unfriendly_giants","book","book"
"7627","unfriendly_giants","boot","boot"
"7628","unfriendly_giants","boulder","boulder"
"7629","unfriendly_giants","bracelet","bracelet"
"7630","unfriendly_giants","branch","branch"
"7631","unfriendly_giants","bro","bro"
"7632","unfriendly_giants","bush","bush"
"7633","unfriendly_giants","bushes","bushes"
"7634","unfriendly_giants","camera","camera"
"7635","unfriendly_giants","cardboard","cardboard"
"7636","unfriendly_giants","carnival","carnival"
"7637","unfriendly_giants","cast","cast"
"7638","unfriendly_giants","chain","chain"
"7639","unfriendly_giants","checkerboard","checkerboard"
"7640","unfriendly_giants","checkerboards","checkerboards"
"7641","unfriendly_giants","chest","chest"
"7642","unfriendly_giants","chicken","chicken"
"7643","unfriendly_giants","cliffside","cliffside"
"7644","unfriendly_giants","clothes","clothes"
"7645","unfriendly_giants","clothing","clothing"
"7646","unfriendly_giants","cobblestone","cobblestone"
"7647","unfriendly_giants","container","container"
"7648","unfriendly_giants","cottage","cottage"
"7649","unfriendly_giants","dart","dart"
"7650","unfriendly_giants","device","device"
"7651","unfriendly_giants","dragon","dragon"
"7652","unfriendly_giants","dress","dress"
"7653","unfriendly_giants","drink","drink"
"7654","unfriendly_giants","engine","engine"
"7655","unfriendly_giants","farm","farm"
"7656","unfriendly_giants","fists","fists"
"7657","unfriendly_giants","flowers","flowers"
"7658","unfriendly_giants","flute","flute"
"7659","unfriendly_giants","forest","forest"
"7660","unfriendly_giants","fort","fortress"
"7661","unfriendly_giants","frame","frame"
"7662","unfriendly_giants","friend","friend"
"7663","unfriendly_giants","gavel","gavel"
"7664","unfriendly_giants","glove","glove"
"7665","unfriendly_giants","hammers","hammers"
"7666","unfriendly_giants","hay","hay"
"7667","unfriendly_giants","hedge","hedge"
"7668","unfriendly_giants","hillside","hillside"
"7669","unfriendly_giants","holster","holster"
"7670","unfriendly_giants","hoodie","hoodie"
"7671","unfriendly_giants","king","king"
"7672","unfriendly_giants","knee","knee"
"7673","unfriendly_giants","knights","knights"
"7674","unfriendly_giants","leaf","leaf"
"7675","unfriendly_giants","light","light"
"7676","unfriendly_giants","log","log"
"7677","unfriendly_giants","logs","logs"
"7678","unfriendly_giants","lord","lord"
"7679","unfriendly_giants","maiden","maiden"
"7680","unfriendly_giants","men","men"
"7681","unfriendly_giants","mens","mens"
"7682","unfriendly_giants","mess","mess"
"7683","unfriendly_giants","moccasin","moccasin"
"7684","unfriendly_giants","moss","moss"
"7685","unfriendly_giants","mustache","mustache"
"7686","unfriendly_giants","oil","oil"
"7687","unfriendly_giants","outhouse","outhouse"
"7688","unfriendly_giants","paddle","paddle"
"7689","unfriendly_giants","panels","panels"
"7690","unfriendly_giants","patch","patch"
"7691","unfriendly_giants","pea","pea"
"7692","unfriendly_giants","peasant","peasant"
"7693","unfriendly_giants","peashooter","peashooter"
"7694","unfriendly_giants","pickax","pickax"
"7695","unfriendly_giants","pipe","pipe"
"7696","unfriendly_giants","pirate","pirate"
"7697","unfriendly_giants","plate","plate"
"7698","unfriendly_giants","prairie","prairie"
"7699","unfriendly_giants","prisoner","prisoner"
"7700","unfriendly_giants","puddle","puddle"
"7701","unfriendly_giants","ravine","ravine"
"7702","unfriendly_giants","ring","ring"
"7703","unfriendly_giants","rod","rod"
"7704","unfriendly_giants","row","row"
"7705","unfriendly_giants","sail","sail"
"7706","unfriendly_giants","scarecrow","scarecrow"
"7707","unfriendly_giants","school","school"
"7708","unfriendly_giants","screen","screen"
"7709","unfriendly_giants","shoe","shoe"
"7710","unfriendly_giants","shooter","shooter"
"7711","unfriendly_giants","sky","sky"
"7712","unfriendly_giants","step","step"
"7713","unfriendly_giants","street","street"
"7714","unfriendly_giants","stripe","stripe"
"7715","unfriendly_giants","sun","sun"
"7716","unfriendly_giants","swordsman","swordsman"
"7717","unfriendly_giants","tank","tank"
"7718","unfriendly_giants","target","target"
"7719","unfriendly_giants","thatch","thatch"
"7720","unfriendly_giants","tie","tie"
"7721","unfriendly_giants","townspeople","townspeople"
"7722","unfriendly_giants","toy","toy"
"7723","unfriendly_giants","trojan","trojan"
"7724","unfriendly_giants","trophy","trophy"
"7725","unfriendly_giants","tunnel","tunnel"
"7726","unfriendly_giants","turret","turret"
"7727","unfriendly_giants","undershirt","undershirt"
"7728","unfriendly_giants","vest","vest"
"7729","unfriendly_giants","viking","viking"
"7730","unfriendly_giants","wall","wall"
"7731","unfriendly_giants","pawn","pawn"
"7732","unfriendly_giants","scarve","scarve"
"7733","waldo_1","air","air"
"7734","waldo_1","ambulance","ambulance"
"7735","waldo_1","angle","angle"
"7736","waldo_1","antenna","antenna"
"7737","waldo_1","apartment","apartment"
"7738","waldo_1","archer","archer"
"7739","waldo_1","arena","arena"
"7740","waldo_1","arrow","arrow"
"7741","waldo_1","auto","car"
"7742","waldo_1","awn","awn"
"7743","waldo_1","awning","awning"
"7744","waldo_1","backpack","backpack"
"7745","waldo_1","bag","bag"
"7746","waldo_1","bank","bank"
"7747","waldo_1","barber","barber"
"7748","waldo_1","barbershop","barbershop"
"7749","waldo_1","beard","beard"
"7750","waldo_1","beer","beer"
"7751","waldo_1","beetle","beetle"
"7752","waldo_1","bell","bell"
"7753","waldo_1","bellboy","bellboy"
"7754","waldo_1","belt","belt"
"7755","waldo_1","bicycle","bicycle"
"7756","waldo_1","bicyclist","bicyclist"
"7757","waldo_1","bike","bike"
"7758","waldo_1","binocular","binocular"
"7759","waldo_1","book","book"
"7760","waldo_1","bookshop","bookshop"
"7761","waldo_1","bookstore","bookstore"
"7762","waldo_1","boot","boot"
"7763","waldo_1","booth","booth"
"7764","waldo_1","bouquet","bouquet"
"7765","waldo_1","bow","bow"
"7766","waldo_1","box","box"
"7767","waldo_1","boy","child"
"7768","waldo_1","branch","branch"
"7769","waldo_1","brick","brick"
"7770","waldo_1","briefcase","briefcase"
"7771","waldo_1","bucket","bucket"
"7772","waldo_1","buckets","buckets"
"7773","waldo_1","building","building"
"7774","waldo_1","bun","bun"
"7775","waldo_1","burglar","crook "
"7776","waldo_1","bus","bus"
"7777","waldo_1","cafe","cafe"
"7778","waldo_1","camera","camera"
"7779","waldo_1","candy","candy"
"7780","waldo_1","cane","cane"
"7781","waldo_1","canopy","canopy"
"7782","waldo_1","cap","hat"
"7783","waldo_1","carnival","carnival"
"7784","waldo_1","carpet","carpet"
"7785","waldo_1","carport","garage"
"7786","waldo_1","cars","cars"
"7787","waldo_1","cat","cat"
"7788","waldo_1","ceiling","ceiling"
"7789","waldo_1","centurion","centurion"
"7790","waldo_1","chain","chain"
"7791","waldo_1","chair","chair"
"7792","waldo_1","child","kid"
"7793","waldo_1","chimney","chimney"
"7794","waldo_1","church","church"
"7795","waldo_1","clock","clock"
"7796","waldo_1","clothing","clothing"
"7797","waldo_1","coat","coat"
"7798","waldo_1","coffee","coffee"
"7799","waldo_1","computer","computer"
"7800","waldo_1","cop","police"
"7801","waldo_1","cop","policeman"
"7802","waldo_1","corner","corner"
"7803","waldo_1","costume","outfit"
"7804","waldo_1","courthouse","courthouse"
"7805","waldo_1","coverall","coverall"
"7806","waldo_1","burglar","crook"
"7807","waldo_1","cross","cross"
"7808","waldo_1","crowd","group"
"7809","waldo_1","cup","cup"
"7810","waldo_1","curtain","curtain"
"7811","waldo_1","cyclist","cyclist"
"7812","waldo_1","deck","deck"
"7813","waldo_1","desk","desk"
"7814","waldo_1","dinner","dinner"
"7815","waldo_1","dish","dish"
"7816","waldo_1","doctor","doctor"
"7817","waldo_1","dog","dog"
"7818","waldo_1","door","door"
"7819","waldo_1","doorman","doorman"
"7820","waldo_1","dormer","dormer"
"7821","waldo_1","drink","drink"
"7822","waldo_1","ear","ear"
"7823","waldo_1","engine","motor"
"7824","waldo_1","entrance","entrance"
"7825","waldo_1","eye","eye"
"7826","waldo_1","face","face"
"7827","waldo_1","fan","fan"
"7828","waldo_1","farmer","farmer"
"7829","waldo_1","farmers","farmers"
"7830","waldo_1","fence","fence"
"7831","waldo_1","fender","fender"
"7832","waldo_1","fins","fins"
"7833","waldo_1","fire","fire"
"7834","waldo_1","firefighter","firefighter"
"7835","waldo_1","firehouse","firehouse"
"7836","waldo_1","fireman","fireman"
"7837","waldo_1","firemen","firemen"
"7838","waldo_1","fist","fist"
"7839","waldo_1","flipper","flipper"
"7840","waldo_1","floor","floor"
"7841","waldo_1","floors","floors"
"7842","waldo_1","fountain","fountain"
"7843","waldo_1","clothing","garb"
"7844","waldo_1","garbage","trash"
"7845","waldo_1","gate","gate"
"7846","waldo_1","gentleman","guy "
"7847","waldo_1","gentleman","man"
"7848","waldo_1","girl","girl"
"7849","waldo_1","glass","glass"
"7850","waldo_1","goggles","goggles"
"7851","waldo_1","grandmother","grandmother"
"7852","waldo_1","ground","ground"
"7853","waldo_1","gentleman","guy"
"7854","waldo_1","gentleman","man"
"7855","waldo_1","hair","hair"
"7856","waldo_1","hall","hall"
"7857","waldo_1","hand","hand"
"7858","waldo_1","hat","hat"
"7859","waldo_1","head","head"
"7860","waldo_1","helmet","helmet"
"7861","waldo_1","hood","hood"
"7862","waldo_1","hose","hose"
"7863","waldo_1","hospital","hospital"
"7864","waldo_1","hotel","hotel"
"7865","waldo_1","homes","house"
"7866","waldo_1","jail","jail"
"7867","waldo_1","kettle","kettle"
"7868","waldo_1","ladder","ladder"
"7869","waldo_1","lady","woman"
"7870","waldo_1","lapel","lapel"
"7871","waldo_1","leash","leash"
"7872","waldo_1","leave","leave"
"7873","waldo_1","letter","letter"
"7874","waldo_1","light","light"
"7875","waldo_1","lot","lot"
"7876","waldo_1","hammer","mallet"
"7877","waldo_1","manhole","manhole"
"7878","waldo_1","map","map"
"7879","waldo_1","market","market"
"7880","waldo_1","marketplace","marketplace"
"7881","waldo_1","mask","mask"
"7882","waldo_1","match","match"
"7883","waldo_1","mechanic","mechanic"
"7884","waldo_1","medal","medal"
"7885","waldo_1","mop","mop"
"7886","waldo_1","mops","mops"
"7887","waldo_1","motorbike","motorbike"
"7888","waldo_1","motorcycle","motorcycle"
"7889","waldo_1","motorcycles","motorcycles"
"7890","waldo_1","newspaper","newspaper"
"7891","waldo_1","nurse","nurse"
"7892","waldo_1","office","office"
"7893","waldo_1","one","one"
"7894","waldo_1","clothing","costume"
"7895","waldo_1","clothing","garb"
"7896","waldo_1","clothing","outfit"
"7897","waldo_1","paint","paint"
"7898","waldo_1","pants","pants"
"7899","waldo_1","paper","paper"
"7900","waldo_1","papers","papers"
"7901","waldo_1","park","park"
"7902","waldo_1","people","people"
"7903","waldo_1","person","person"
"7904","waldo_1","phone","telephone"
"7905","waldo_1","photo","picture"
"7906","waldo_1","pigeon","pigeon"
"7907","waldo_1","pillars","pillars"
"7908","waldo_1","pin","pin"
"7909","waldo_1","pink","pink"
"7910","waldo_1","pipe","pipe"
"7911","waldo_1","plate","plate"
"7912","waldo_1","platform","platform"
"7913","waldo_1","plaza","plaza"
"7914","waldo_1","pole","pole"
"7915","waldo_1","pop","pop"
"7916","waldo_1","pots","pots"
"7917","waldo_1","pump","pump"
"7918","waldo_1","puppy","puppy"
"7919","waldo_1","radiator","radiator"
"7920","waldo_1","rag","rag"
"7921","waldo_1","restaurant","restaurant"
"7922","waldo_1","road","street"
"7923","waldo_1","road","streets"
"7924","waldo_1","roof","roof"
"7925","waldo_1","roofs","roofs"
"7926","waldo_1","rooftop","rooftop"
"7927","waldo_1","rope","rope"
"7928","waldo_1","rose","rose"
"7929","waldo_1","roundabout","roundabout"
"7930","waldo_1","salon","salon"
"7931","waldo_1","saloon","saloon"
"7932","waldo_1","school","school"
"7933","waldo_1","sconce","sconce"
"7934","waldo_1","scooter","scooter"
"7935","waldo_1","screen","screen"
"7936","waldo_1","scroll","scroll"
"7937","waldo_1","scuba","scuba"
"7938","waldo_1","sewer","sewer"
"7939","waldo_1","shirt","top"
"7940","waldo_1","shoe","shoe"
"7941","waldo_1","shop","store"
"7942","waldo_1","shop","shop"
"7943","waldo_1","shovel","shovel"
"7944","waldo_1","sidewalk","sidewalk"
"7945","waldo_1","smoke","smoke"
"7946","waldo_1","snorkel","snorkel"
"7947","waldo_1","snowmobile","snowmobile"
"7948","waldo_1","spone","spone"
"7949","waldo_1","square","square"
"7950","waldo_1","stair","stair"
"7951","waldo_1","stall","stall"
"7952","waldo_1","steam","steam"
"7953","waldo_1","stick","stick"
"7954","waldo_1","shop","shoppe"
"7955","waldo_1","shop","store"
"7956","waldo_1","road","street"
"7957","waldo_1","road","streets"
"7958","waldo_1","suit","suit"
"7959","waldo_1","suitcase","suitcase"
"7960","waldo_1","suits","suits"
"7961","waldo_1","sword","sword"
"7962","waldo_1","table","table"
"7963","waldo_1","tank","tank"
"7964","waldo_1","television","tv"
"7965","waldo_1","tent","tent"
"7966","waldo_1","theater","theater"
"7967","waldo_1","tire","tire"
"7968","waldo_1","top","top"
"7969","waldo_1","triangle","triangle"
"7970","waldo_1","triangles","triangles"
"7971","waldo_1","trike","trike"
"7972","waldo_1","truck","truck"
"7973","waldo_1","trucks","trucks"
"7974","waldo_1","trunk","trunk"
"7975","waldo_1","typewriter","typewriter"
"7976","waldo_1","veranda","veranda"
"7977","waldo_1","violin","violin"
"7978","waldo_1","waiter","waiter"
"7979","waldo_1","wall","wall"
"7980","waldo_1","washer","washer"
"7981","waldo_1","water","water"
"7982","waldo_1","waterfall","waterfall"
"7983","waldo_1","window","window"
"7984","waldo_1","windowsill","windowsill"
"7985","waldo_1","wine","wine"
"7986","waldo_1","wizard","wizard"
"7987","waldo_1","yard","yard"
"7988","wanderer","shoal","shoal"
"7989","wanderer","wafer","wafer"
"7990","wanderer","cuttlefish","cuttlefish"
"7991","wanderer","sail","sail"
"7992","wanderer","serpent","serpent"
"7993","wanderer","garage","garage"
"7994","wanderer","thumb","thumb"
"7995","wanderer","unicornfish","unicornfish"
"7996","wanderer","dinosaur","dinosaur"
"7997","wanderer","bird","bird"
"7998","wanderer","boat","boat"
"7999","wanderer","fish","fish"
"8000","wanderer","horse","mane"
"8001","wanderer","folk","human"
"8002","wanderer","folk","individual"
"8003","wanderer","folk","people"
"8004","wanderer","water","water"
"8005","wanderer","wave","wave"
"8006","wanderer","whale","whale"
"8007","wanderer","fishing","fishing"
"8008","wanderer","light","light"
"8009","wanderer","paper","paper"
"8010","wanderer","sea","sea"
"8011","wanderer","seahorse","seahorse"
"8012","wanderer","sky","sky"
"8013","wanderer","tree","tree"
"8014","wanderer","eye","eyeball"
"8015","wanderer","lighthouse","lighthouse"
"8016","wanderer","ship","ship"
"8017","wanderer","turtle","turtle"
"8018","wanderer","cat","kitten"
"8019","wanderer","hand","hand"
"8020","wanderer","head","head"
"8021","wanderer","submarine","submarine"
"8022","wanderer","crane","crane"
"8023","wanderer","horn","horn"
"8024","wanderer","boy","guy"
"8025","wanderer","boy","man"
"8026","wanderer","moon","moon"
"8027","wanderer","star","star"
"8028","wanderer","city","city"
"8029","wanderer","couple","couple"
"8030","wanderer","jellyfish","jellyfish"
"8031","wanderer","airplane","airplane"
"8032","wanderer","building","building"
"8033","wanderer","hat","hat"
"8034","wanderer","lobster","lobster"
"8035","wanderer","ocean","ocean"
"8036","wanderer","folk","human"
"8037","wanderer","folk","individual"
"8038","wanderer","folk","person"
"8039","wanderer","sailboat","sailboat"
"8040","wanderer","school","school"
"8041","wanderer","diver","diver"
"8042","wanderer","elephant","elephant"
"8043","wanderer","kite","kite"
"8044","wanderer","smoke","smoke"
"8045","wanderer","animal","animal"
"8046","wanderer","hole","hole"
"8047","wanderer","house","house"
"8048","wanderer","iceberg","iceberg"
"8049","wanderer","picture","picture"
"8050","wanderer","seal","seal"
"8051","wanderer","tentacle","tentacle"
"8052","wanderer","buoy","buoy"
"8053","wanderer","leg","leg"
"8054","wanderer","net","net"
"8055","wanderer","plant","plant"
"8056","wanderer","bridge","bridge"
"8057","wanderer","fin","fin"
"8058","wanderer","land","land"
"8059","wanderer","page","page"
"8060","wanderer","coral","coral"
"8061","wanderer","tail","tail"
"8062","wanderer","bottle","bottle"
"8063","wanderer","dock","dock"
"8064","wanderer","foot","foot"
"8065","wanderer","ice","ice"
"8066","wanderer","snake","snake"
"8067","wanderer","suit","suit"
"8068","wanderer","tunnel","tunnel"
"8069","wanderer","arm","arm"
"8070","wanderer","cave","cave"
"8071","wanderer","cloud","cloud"
"8072","wanderer","eel","eel"
"8073","wanderer","mouth","mouth"
"8074","wanderer","pipe","pipe"
"8075","wanderer","propeller","propeller"
"8076","wanderer","reef","reef"
"8077","wanderer","shirt","shirt"
"8078","wanderer","step","step"
"8079","wanderer","street","street"
"8080","wanderer","window","window"
"8081","wanderer","wing","wing"
"8082","wanderer","anchor","anchor"
"8083","wanderer","fins","fins"
"8084","wanderer","nose","nose"
"8085","wanderer","pole","pole"
"8086","wanderer","rocket","rocket"
"8087","wanderer","stair","stair"
"8088","wanderer","storm","storm"
"8089","wanderer","sun","sun"
"8090","wanderer","claw","claw"
"8091","wanderer","costume","costume"
"8092","wanderer","dog","pup"
"8093","wanderer","flower","flower"
"8094","wanderer","helmet","helmet"
"8095","wanderer","island","island"
"8096","wanderer","pier","pier"
"8097","wanderer","root","root"
"8098","wanderer","shape","shape"
"8099","wanderer","shower","shower"
"8100","wanderer","arch","arch"
"8101","wanderer","boy","guy"
"8102","wanderer","face","face"
"8103","wanderer","flag","flag"
"8104","wanderer","scuba","scuba"
"8105","wanderer","seagull","seagull"
"8106","wanderer","shell","shell"
"8107","wanderer","stripe","stripe"
"8108","wanderer","zebra","zebra"
"8109","wanderer","alligator","crocodile"
"8110","wanderer","deer","deer"
"8111","wanderer","lion","lion"
"8112","wanderer","swordfish","swordfish"
"8113","wanderer","tank","tank"
"8114","wanderer","tooth","tooth"
"8115","wanderer","ball","ball"
"8116","wanderer","branch","branch"
"8117","wanderer","can","can"
"8118","wanderer","lightning","lightning"
"8119","wanderer","pearl","pearl"
"8120","wanderer","river","river"
"8121","wanderer","rock","rock"
"8122","wanderer","roof","roof"
"8123","wanderer","rope","rope"
"8124","wanderer","squid","squid"
"8125","wanderer","wheel","wheel"
"8126","wanderer","archway","archway"
"8127","wanderer","bat","bat"
"8128","wanderer","cape","cloak"
"8129","wanderer","cape","robe"
"8130","wanderer","crab","crab"
"8131","wanderer","donut","donut"
"8132","wanderer","forest","forest"
"8133","wanderer","ground","ground"
"8134","wanderer","gun","gun"
"8135","wanderer","jester","jester"
"8136","wanderer","mast","mast"
"8137","wanderer","octopus","octopus"
"8138","wanderer","oil","oil"
"8139","wanderer","outfit","outfit"
"8140","wanderer","rod","rod"
"8141","wanderer","scissors","scissors"
"8142","wanderer","town","town"
"8143","wanderer","trash","trash"
"8144","wanderer","vessel","vessel"
"8145","wanderer","brick","brick"
"8146","wanderer","canal","canal"
"8147","wanderer","leopard","leopard"
"8148","wanderer","mountain","mountain"
"8149","wanderer","nostril","nostril"
"8150","wanderer","port","port"
"8151","wanderer","beach","shore"
"8152","wanderer","manta","stingray"
"8153","wanderer","world","world"
"8154","wanderer","bubble","bubble"
"8155","wanderer","butterfly","butterfly"
"8156","wanderer","cap","cap"
"8157","wanderer","floor","floor"
"8158","wanderer","forehead","forehead"
"8159","wanderer","harbor","harbor"
"8160","wanderer","image","image"
"8161","wanderer","neck","neck"
"8162","wanderer","preserver","preserver"
"8163","wanderer","manta","ray"
"8164","wanderer","seashell","seashell"
"8165","wanderer","shark","shark"
"8166","wanderer","spotlight","spotlight"
"8167","wanderer","book","novel"
"8168","wanderer","book","story"
"8169","wanderer","tower","tower"
"8170","wanderer","trunk","trunk"
"8171","wanderer","antler","antler"
"8172","wanderer","beach","seashore"
"8173","wanderer","beach","shore"
"8174","wanderer","castle","castle"
"8175","wanderer","circle","circle"
"8176","wanderer","clouds","clouds"
"8177","wanderer","clown","clown"
"8178","wanderer","cone","cone"
"8179","wanderer","diving","diving"
"8180","wanderer","door","door"
"8181","wanderer","ear","ear"
"8182","wanderer","glass","glass"
"8183","wanderer","human","indvidual"
"8184","wanderer","human","people"
"8185","wanderer","human","person"
"8186","wanderer","lamp","lamp"
"8187","wanderer","monster","monster"
"8188","wanderer","reindeer","reindeer"
"8189","wanderer","steam","steam"
"8190","wanderer","tugboat","tugboat"
"8191","wanderer","umbrella","umbrella"
"8192","wanderer","bow","ribbon"
"8193","wanderer","chain","chain"
"8194","wanderer","checkerboard","checkerboard"
"8195","wanderer","child","kid"
"8196","wanderer","cigarette","cigarette"
"8197","wanderer","deck","deck"
"8198","wanderer","device","device"
"8199","wanderer","doughnut","doughnut"
"8200","wanderer","elephants","elephants"
"8201","wanderer","flamingo","flamingo"
"8202","wanderer","gear","gear"
"8203","wanderer","ladder","ladder"
"8204","wanderer","lizard","lizard"
"8205","wanderer","oyster","oyster"
"8206","wanderer","pants","pants"
"8207","wanderer","pigeon","pigeon"
"8208","wanderer","platform","platform"
"8209","wanderer","sailor","sailor"
"8210","wanderer","sand","sand"
"8211","wanderer","snow","snow"
"8212","wanderer","starfish","starfish"
"8213","wanderer","stars","stars"
"8214","wanderer","tv","tv"
"8215","wanderer","antenna","antenna"
"8216","wanderer","basket","basket"
"8217","wanderer","board","board"
"8218","wanderer","bushes","bushes"
"8219","wanderer","cafe","cafe"
"8220","wanderer","captain","captain"
"8221","wanderer","cargo","cargo"
"8222","wanderer","checker","checker"
"8223","wanderer","cheetah","cheetah"
"8224","wanderer","container","container"
"8225","wanderer","crow","crow"
"8226","wanderer","curtain","curtain"
"8227","wanderer","dome","dome"
"8228","wanderer","dragon","dragon"
"8229","wanderer","fern","fern"
"8230","wanderer","finger","finger"
"8231","wanderer","fishes","fishes"
"8232","wanderer","glacier","glacier"
"8233","wanderer","gull","gull"
"8234","wanderer","hook","hook"
"8235","wanderer","joker","joker"
"8236","wanderer","machine","machine"
"8237","wanderer","manta","ray"
"8238","wanderer","manta","stingray"
"8239","wanderer","mask","mask"
"8240","wanderer","nest","nest"
"8241","wanderer","plane","plane"
"8242","wanderer","planet","planet"
"8243","wanderer","sailing","sailing"
"8244","wanderer","seas","seas"
"8245","wanderer","sheet","sheet"
"8246","wanderer","shipwreck","shipwreck"
"8247","wanderer","sliver","sliver"
"8248","wanderer","snout","snout"
"8249","wanderer","square","square"
"8250","wanderer","steamship","steamship"
"8251","wanderer","stream","stream"
"8252","wanderer","tube","tube"
"8253","wanderer","woman","woman"
"8254","wanderer","worm","worm"
"8255","wanderer","alien","alien"
"8256","wanderer","anemone","anemone"
"8257","wanderer","baby","baby"
"8258","wanderer","bell","bell"
"8259","wanderer","boats","boats"
"8260","wanderer","bolt","bolt"
"8261","wanderer","boot","boot"
"8262","wanderer","bush","bush"
"8263","wanderer","case","case"
"8264","wanderer","cavern","cavern"
"8265","wanderer","clam","clam"
"8266","wanderer","attire","clothes"
"8267","wanderer","attire","clothing"
"8268","wanderer","construction","construction"
"8269","wanderer","demon","demon"
"8270","wanderer","fabric","fabric"
"8271","wanderer","fan","fan"
"8272","wanderer","fisherman","fisherman"
"8273","wanderer","flipper","flipper"
"8274","wanderer","frame","frame"
"8275","wanderer","freight","freight"
"8276","wanderer","fronds","leaf"
"8277","wanderer","hair","hair"
"8278","wanderer","harpoon","harpoon"
"8279","wanderer","hose","hose"
"8280","wanderer","human","individual"
"8281","wanderer","human","people"
"8282","wanderer","human","person"
"8283","wanderer","jet","jet"
"8284","wanderer","lamps","lamps"
"8285","wanderer","lions","lions"
"8286","wanderer","mangrove","mangrove"
"8287","wanderer","mushroom","mushroom"
"8288","wanderer","narwhal","narwhal"
"8289","wanderer","origami","origami"
"8290","wanderer","paddle","paddle"
"8291","wanderer","petal","petal"
"8292","wanderer","porthole","porthole"
"8293","wanderer","reefs","reefs"
"8294","wanderer","sails","sails"
"8295","wanderer","scale","scale"
"8296","wanderer","screen","screen"
"8297","wanderer","ships","ships"
"8298","wanderer","stick","stick"
"8299","wanderer","string","string"
"8300","wanderer","sweater","sweater"
"8301","wanderer","tails","tails"
"8302","wanderer","tiger","tiger"
"8303","wanderer","urchin","urchin"
"8304","wanderer","waterway","waterway"
"8305","wanderer","windsock","windsock"
"8306","wanderer","zebras","zebras"
"8307","wanderer","alga","alga"
"8308","wanderer","angler","angler"
"8309","wanderer","antelope","antelope"
"8310","wanderer","bag","bag"
"8311","wanderer","bar","bar"
"8312","wanderer","beak","beak"
"8313","wanderer","beam","beam"
"8314","wanderer","beer","beer"
"8315","wanderer","belly","belly"
"8316","wanderer","block","block"
"8317","wanderer","bone","bone"
"8318","wanderer","bucket","bucket"
"8319","wanderer","bulb","bulb"
"8320","wanderer","bullet","bullet"
"8321","wanderer","cherry","cherry"
"8322","wanderer","chest","chest"
"8323","wanderer","chimney","chimney"
"8324","wanderer","circus","circus"
"8325","wanderer","cityscape","cityscape"
