"participant","file","session","stimuli","occurrence","start","end","duration"
"Participant30","Participant30_Session1_Corrected.vtt","Session1","wanderer",1,2023-08-13 00:36:29.147,NA,NA
"Participant30","Participant30_Session2_Corrected.vtt","Session2","wanderer",1,NA,2023-08-13 00:28:18.99,NA
