"source","agreement","stimuli","n","percent","lemma_naming","lemma_dis","dist","match"
"brodeur, DR2",100,"journey",24,77.4193548387097,"mailbox","mailbox",0,NA
"DR2",100,"arrival_6",11,35.4838709677419,"mirror","mirror",0,NA
"DR2",100,"dinosaurs_spacemen_and_ghouls",10,32.258064516129,"mirror","mirror",0,NA
"DR2",100,"return",9,29.0322580645161,"mirror","mirror",0,NA
"DR2",100,"waldo_1",12,38.7096774193548,"mop","mop",0,NA
"DR2",98.4,"flowerman",16,51.6129032258064,"motorcycle","motorcycle",0,NA
"DR2",98.4,"waldo_1",16,51.6129032258064,"motorcycle","motorcycle",0,NA
"DR2",100,"arrival_4",8,25.8064516129032,"mouse","mouse",0,NA
"DR2",100,"arrival_6",10,32.258064516129,"mouse","mouse",0,NA
"DR2",72.7,"arrival_1",22,70.9677419354839,"paper","paper",0,NA
"DR2",72.7,"arrival_2",14,45.1612903225806,"paper","paper",0,NA
"DR2",72.7,"arrival_3",8,25.8064516129032,"paper","paper",0,NA
"DR2",72.7,"arrival_4",17,54.8387096774194,"paper","paper",0,NA
"DR2",72.7,"arrival_5",24,77.4193548387097,"paper","paper",0,NA
"DR2",72.7,"arrival_6",21,67.741935483871,"paper","paper",0,NA
"DR2",72.7,"journey",8,25.8064516129032,"paper","paper",0,NA
"DR2",72.7,"quest",20,64.5161290322581,"paper","paper",0,NA
"DR2",72.7,"wanderer",27,87.0967741935484,"paper","paper",0,NA
"DR2",78.6,"escape_from_the_zoo",11,35.4838709677419,"parrot","parrot",0,NA
"DR2",100,"escape_from_the_zoo",17,54.8387096774194,"peacock","peacock",0,NA
"DR2",100,"birthday_party_fun",26,83.8709677419355,"pool","pool",0,NA
"DR2",100,"make_a_splash",16,51.6129032258064,"pool","pool",0,NA
"DR2",100,"arrival_1",23,74.1935483870968,"pot","pot",0,NA
"DR2",100,"arrival_4",10,32.258064516129,"pot","pot",0,NA
"DR2",100,"arrival_5",15,48.3870967741936,"pot","pot",0,NA
"DR2",100,"arrival_6",21,67.741935483871,"pot","pot",0,NA
"DR2",100,"journey",8,25.8064516129032,"pot","pot",0,NA
"DR2",85.7142857,"flowerman",10,32.258064516129,"road","road",0,NA
"DR2",86.3636364,"airport",12,38.7096774193548,"rocket","rocket",0,NA
"DR2",86.3636364,"dinosaurs_spacemen_and_ghouls",10,32.258064516129,"rocket","rocket",0,NA
"DR2",86.3636364,"wanderer",15,48.3870967741936,"rocket","rocket",0,NA
"DR2",90.9,"flowerman",26,83.8709677419355,"roof","roof",0,NA
"DR2",90.9,"quest",9,29.0322580645161,"roof","roof",0,NA
"DR2",90.9,"unfriendly_giants",9,29.0322580645161,"roof","roof",0,NA
"DR2",90.9,"waldo_1",27,87.0967741935484,"roof","roof",0,NA
"DR2",90.9,"wanderer",11,35.4838709677419,"roof","roof",0,NA
"DR2",90.9,"wild_west",17,54.8387096774194,"roof","roof",0,NA
"DR2",85.7,"by_the_lake",14,45.1612903225806,"sailboat","sailboat",0,NA
"DR2",85.7,"wanderer",22,70.9677419354839,"sailboat","sailboat",0,NA
"DR2",96.4,"quest",19,61.2903225806452,"seahorse","seahorse",0,NA
"DR2",96.4,"wanderer",27,87.0967741935484,"seahorse","seahorse",0,NA
"DR2",100,"being_a_pirate",8,25.8064516129032,"shark","shark",0,NA
"DR2",100,"campsite",10,32.258064516129,"shark","shark",0,NA
"DR2",100,"deep_sea_divers",14,45.1612903225806,"shark","shark",0,NA
"DR2",100,"exhibit_12",10,32.258064516129,"shark","shark",0,NA
"DR2",96.7741935,"arrival_4",15,48.3870967741936,"shower","shower",0,NA
"DR2",96.7741935,"wanderer",13,41.9354838709677,"shower","shower",0,NA
"DR2",97.6190476,"return",11,35.4838709677419,"sink","sink",0,NA
"brodeur, DR2",100,"journey",9,29.0322580645161,"skateboard","skateboard",0,NA
"DR2",95.5,"make_a_splash",28,90.3225806451613,"slide","slide",0,NA
"DR2",75,"ancient_rome",9,29.0322580645161,"soldier","soldier",0,NA
"DR2",75,"journey",10,32.258064516129,"soldier","soldier",0,NA
"DR2",75,"quest",17,54.8387096774194,"soldier","soldier",0,NA
"DR2",75,"return",13,41.9354838709677,"soldier","soldier",0,NA
"DR2",93.3,"arrival_2",22,70.9677419354839,"statue","statue",0,NA
"DR2",93.3,"arrival_4",16,51.6129032258064,"statue","statue",0,NA
"DR2",93.3,"arrival_5",11,35.4838709677419,"statue","statue",0,NA
"DR2",93.3,"flowerman",11,35.4838709677419,"statue","statue",0,NA
"DR2",93.3,"journey",9,29.0322580645161,"statue","statue",0,NA
"DR2",93.3,"quest",25,80.6451612903226,"statue","statue",0,NA
"DR2",93.3,"waldo_1",17,54.8387096774194,"statue","statue",0,NA
"DR2",95.4545455,"journey",11,35.4838709677419,"stove","stove",0,NA
"DR2",95.4545455,"return",9,29.0322580645161,"stove","stove",0,NA
"DR2",100,"return",27,87.0967741935484,"submarine","submarine",0,NA
"DR2",100,"wanderer",26,83.8709677419355,"submarine","submarine",0,NA
"DR2",97.0588235,"airport",8,25.8064516129032,"suitcase","suitcase",0,NA
"DR2",97.0588235,"arrival_1",24,77.4193548387097,"suitcase","suitcase",0,NA
"DR2",97.0588235,"arrival_2",23,74.1935483870968,"suitcase","suitcase",0,NA
"DR2",97.0588235,"arrival_3",25,80.6451612903226,"suitcase","suitcase",0,NA
"DR2",95.1,"quest",14,45.1612903225806,"tank","tank",0,NA
"DR2",95.1,"wanderer",13,41.9354838709677,"tank","tank",0,NA
"DR2",93.3,"arrival_1",22,70.9677419354839,"teapot","teapot",0,NA
"DR2",93.3,"arrival_2",11,35.4838709677419,"teapot","teapot",0,NA
"DR2",100,"arrival_4",12,38.7096774193548,"teepee","teepee",0,NA
"DR2",100,"flowerman",17,54.8387096774194,"telescope","telescope",0,NA
"DR2",100,"flowerman",12,38.7096774193548,"tie","tie",0,NA
"DR2",95.4545455,"airport",22,70.9677419354839,"truck","truck",0,NA
"DR2",95.4545455,"flowerman",23,74.1935483870968,"truck","truck",0,NA
"DR2",95.4545455,"waldo_1",23,74.1935483870968,"truck","truck",0,NA
"DR2",95.2380952,"wanderer",26,83.8709677419355,"turtle","turtle",0,NA
"boss, DR2",100,"by_the_lake",11,35.4838709677419,"umbrella","umbrella",0,NA
"boss, DR2",100,"flowerman",10,32.258064516129,"umbrella","umbrella",0,NA
"boss, DR2",100,"picture_this",9,29.0322580645161,"umbrella","umbrella",0,NA
"boss, DR2",100,"wanderer",8,25.8064516129032,"umbrella","umbrella",0,NA
"DR2",97.1428571,"waldo_1",9,29.0322580645161,"waiter","waiter",0,NA
"DR2",95.4545455,"airport",12,38.7096774193548,"watch","watch",0,NA
"DR2",95.4545455,"arrival_3",17,54.8387096774194,"watch","watch",0,NA
"DR2",98.1,"flowerman",17,54.8387096774194,"wheelchair","wheelchair",0,NA
"brodeur, DR2",100,"unfriendly_giants",25,80.6451612903226,"windmill","windmill",0,NA
"DR2",70.7,"arrival_5",12,38.7096774193548,"wine","wine",0,NA
"boss",72,NA,NA,NA,"almonds",NA,NA,NA
"boss",74,NA,NA,NA,"antenna",NA,NA,NA
"boss",92,NA,NA,NA,"ashtray",NA,NA,NA
"boss",89,NA,NA,NA,"avocado",NA,NA,NA
"boss",87,NA,NA,NA,"bagel",NA,NA,NA
"boss",100,NA,NA,NA,"banana",NA,NA,NA
"boss",87,NA,NA,NA,"baseball",NA,NA,NA
"boss",95,NA,NA,NA,"battery",NA,NA,NA
"boss",84,NA,NA,NA,"bib",NA,NA,NA
"boss",97,NA,NA,NA,"binoculars",NA,NA,NA
"boss",94,NA,NA,NA,"blueberry",NA,NA,NA
"boss",86,NA,NA,NA,"bottlecap",NA,NA,NA
"boss",97,NA,NA,NA,"broccoli",NA,NA,NA
"boss",100,NA,NA,NA,"button",NA,NA,NA
"boss",76,NA,NA,NA,"cabbage",NA,NA,NA
"boss",100,NA,NA,NA,"calculator",NA,NA,NA
"boss",100,NA,NA,NA,"candle",NA,NA,NA
"boss",95,NA,NA,NA,"candy",NA,NA,NA
"boss",97,NA,NA,NA,"carrot",NA,NA,NA
"boss",95,NA,NA,NA,"cauliflower",NA,NA,NA
"boss",92,NA,NA,NA,"cd",NA,NA,NA
"boss",100,NA,NA,NA,"celery",NA,NA,NA
"boss",85,NA,NA,NA,"cellphone",NA,NA,NA
"boss",100,NA,NA,NA,"chalk",NA,NA,NA
"boss",100,NA,NA,NA,"cherries",NA,NA,NA
"boss",95,NA,NA,NA,"cigarette",NA,NA,NA
"boss",79,NA,NA,NA,"clipboard",NA,NA,NA
"boss",89,NA,NA,NA,"coconut",NA,NA,NA
"boss",79,NA,NA,NA,"coffeebeans",NA,NA,NA
"boss",87,NA,NA,NA,"comb",NA,NA,NA
"boss",100,NA,NA,NA,"condom",NA,NA,NA
"boss",71,NA,NA,NA,"cookiecutter",NA,NA,NA
"boss",72,NA,NA,NA,"cracker",NA,NA,NA
"boss",89,NA,NA,NA,"croissant",NA,NA,NA
"boss",86,NA,NA,NA,"deodorant",NA,NA,NA
"boss",97,NA,NA,NA,"dice",NA,NA,NA
"boss",78,NA,NA,NA,"doll",NA,NA,NA
"boss",72,NA,NA,NA,"dropper",NA,NA,NA
"boss",82,NA,NA,NA,"dustpan",NA,NA,NA
"boss",100,NA,NA,NA,"earrings",NA,NA,NA
"boss",92,NA,NA,NA,"eraser",NA,NA,NA
"boss",89,NA,NA,NA,"fan",NA,NA,NA
"boss",75,NA,NA,NA,"flashlight",NA,NA,NA
"boss",90,NA,NA,NA,"flyswatter",NA,NA,NA
"boss",97,NA,NA,NA,"fork",NA,NA,NA
"boss",87,NA,NA,NA,"garlic",NA,NA,NA
"boss",89,NA,NA,NA,"ginger",NA,NA,NA
"boss",78,NA,NA,NA,"hanger",NA,NA,NA
"boss",71,NA,NA,NA,"headphones",NA,NA,NA
"boss",74,NA,NA,NA,"icepack",NA,NA,NA
"boss",92,NA,NA,NA,"iron",NA,NA,NA
"boss",89,NA,NA,NA,"keyboard",NA,NA,NA
"boss",74,NA,NA,NA,"laptop",NA,NA,NA
"boss, DR2",100,NA,NA,NA,"lemon",NA,NA,NA
"boss",95,NA,NA,NA,"lighter",NA,NA,NA
"boss",81,NA,NA,NA,"lime",NA,NA,NA
"boss",97,NA,NA,NA,"lipstick",NA,NA,NA
"boss",82,NA,NA,NA,"magnifyingglass",NA,NA,NA
"boss",95,NA,NA,NA,"measuringcup",NA,NA,NA
"boss",78,NA,NA,NA,"measuringtape",NA,NA,NA
"boss",97,NA,NA,NA,"microscope",NA,NA,NA
"boss",94,NA,NA,NA,"mousetrap",NA,NA,NA
"boss",86,NA,NA,NA,"nailclipper",NA,NA,NA
"boss",81,NA,NA,NA,"nailpolish",NA,NA,NA
"boss",93,NA,NA,NA,"nutcracker",NA,NA,NA
"boss",89,NA,NA,NA,"olive",NA,NA,NA
"boss, DR2",100,NA,NA,NA,"onion",NA,NA,NA
"boss",92,NA,NA,NA,"paintbrush",NA,NA,NA
"boss",77,NA,NA,NA,"paintroller",NA,NA,NA
"boss",73,NA,NA,NA,"partyhat",NA,NA,NA
"boss",72,NA,NA,NA,"pencilcase",NA,NA,NA
"boss",71,NA,NA,NA,"pictureframe",NA,NA,NA
"boss",72,NA,NA,NA,"pill",NA,NA,NA
"boss",84,NA,NA,NA,"pillow",NA,NA,NA
"boss",100,NA,NA,NA,"pineapple",NA,NA,NA
"boss",86,NA,NA,NA,"plum",NA,NA,NA
"boss",84,NA,NA,NA,"plunger",NA,NA,NA
"boss",100,NA,NA,NA,"potato",NA,NA,NA
"boss",87,NA,NA,NA,"printer",NA,NA,NA
"boss",76,NA,NA,NA,"puzzlepiece",NA,NA,NA
"boss",72,NA,NA,NA,"qtip",NA,NA,NA
"boss",74,NA,NA,NA,"raisins",NA,NA,NA
"boss",86,NA,NA,NA,"rasberry",NA,NA,NA
"boss",77,NA,NA,NA,"ribbon",NA,NA,NA
"boss",92,NA,NA,NA,"rice",NA,NA,NA
"boss",100,NA,NA,NA,"ruler",NA,NA,NA
"boss",92,NA,NA,NA,"sandal",NA,NA,NA
"boss",89,NA,NA,NA,"saw",NA,NA,NA
"boss",95,NA,NA,NA,"screwdriver",NA,NA,NA
"boss",86,NA,NA,NA,"shoelace",NA,NA,NA
"boss",74,NA,NA,NA,"shorts",NA,NA,NA
"boss",79,NA,NA,NA,"soap",NA,NA,NA
"boss",87,NA,NA,NA,"sock",NA,NA,NA
"boss",87,NA,NA,NA,"speaker",NA,NA,NA
"boss",90,NA,NA,NA,"sponge",NA,NA,NA
"boss",95,NA,NA,NA,"stapler",NA,NA,NA
"boss",81,NA,NA,NA,"stapleremover",NA,NA,NA
"boss",97,NA,NA,NA,"staples",NA,NA,NA
"boss",74,NA,NA,NA,"starfish",NA,NA,NA
"boss",90,NA,NA,NA,"sunglasses",NA,NA,NA
"boss",94,NA,NA,NA,"tampon",NA,NA,NA
"boss",95,NA,NA,NA,"teabag",NA,NA,NA
"boss",72,NA,NA,NA,"teddybear",NA,NA,NA
"boss",95,NA,NA,NA,"tennisball",NA,NA,NA
"boss",97,NA,NA,NA,"thermometer",NA,NA,NA
"boss",91,NA,NA,NA,"tile",NA,NA,NA
"boss",74,NA,NA,NA,"toast",NA,NA,NA
"boss",97,NA,NA,NA,"toaster",NA,NA,NA
"boss",92,NA,NA,NA,"toiletpaper",NA,NA,NA
"boss, DR2",100,NA,NA,NA,"tomato",NA,NA,NA
"boss",79,NA,NA,NA,"tongs",NA,NA,NA
"boss, DR2",100,NA,NA,NA,"toothbrush",NA,NA,NA
"boss",81,NA,NA,NA,"toothpick",NA,NA,NA
"boss",72,NA,NA,NA,"waterbottle",NA,NA,NA
"boss",71,NA,NA,NA,"whisk",NA,NA,NA
"boss",79,NA,NA,NA,"zucchini",NA,NA,NA
"brodeur",79,NA,NA,NA,"acorn",NA,NA,NA
"brodeur",79,NA,NA,NA,"airhockeytable",NA,NA,NA
"brodeur",73,NA,NA,NA,"antlers",NA,NA,NA
"brodeur",88,NA,NA,NA,"armadillo",NA,NA,NA
"brodeur",77,NA,NA,NA,"bacon",NA,NA,NA
"brodeur",76,NA,NA,NA,"badmintonracket",NA,NA,NA
"brodeur",71,NA,NA,NA,"barn",NA,NA,NA
"brodeur",81,NA,NA,NA,"baseballbat",NA,NA,NA
"brodeur",95,NA,NA,NA,"basketball",NA,NA,NA
"brodeur",100,NA,NA,NA,"beaver",NA,NA,NA
"brodeur",88,NA,NA,NA,"beerbottle",NA,NA,NA
"brodeur",82,NA,NA,NA,"birdfeeder",NA,NA,NA
"brodeur",93,NA,NA,NA,"birdhouse",NA,NA,NA
"brodeur",93,NA,NA,NA,"blender",NA,NA,NA
"brodeur",78,NA,NA,NA,"bluejay",NA,NA,NA
"brodeur",71,NA,NA,NA,"shipinabottle",NA,NA,NA
"brodeur",100,NA,NA,NA,"bowlingball",NA,NA,NA
"brodeur",100,NA,NA,NA,"bowlingpin",NA,NA,NA
"brodeur",88,NA,NA,NA,"bowtie",NA,NA,NA
"brodeur",76,NA,NA,NA,"boxingglove",NA,NA,NA
"brodeur",86,NA,NA,NA,"brownsugar",NA,NA,NA
"brodeur",93,NA,NA,NA,"bullet",NA,NA,NA
"brodeur",90,NA,NA,NA,"bumpercar",NA,NA,NA
"brodeur",81,NA,NA,NA,"keys",NA,NA,NA
"brodeur",86,NA,NA,NA,"calendar",NA,NA,NA
"brodeur",80,NA,NA,NA,"bell",NA,NA,NA
"brodeur",98,NA,NA,NA,"candycane",NA,NA,NA
"brodeur",93,NA,NA,NA,"cashregister",NA,NA,NA
"brodeur",71,NA,NA,NA,"ceilingfan",NA,NA,NA
"brodeur",77,NA,NA,NA,"chainsaw",NA,NA,NA
"brodeur",77,NA,NA,NA,"cheetah",NA,NA,NA
"brodeur",89,NA,NA,NA,"chefshat",NA,NA,NA
"brodeur",76,NA,NA,NA,"christmaslights",NA,NA,NA
"brodeur",86,NA,NA,NA,"christmastree",NA,NA,NA
"brodeur",90,NA,NA,NA,"cigar",NA,NA,NA
"brodeur",71,NA,NA,NA,"coffeemachine",NA,NA,NA
"brodeur",75,NA,NA,NA,"cork",NA,NA,NA
"brodeur",93,NA,NA,NA,"cow",NA,NA,NA
"brodeur",72,NA,NA,NA,"cr̬mebrulee",NA,NA,NA
"brodeur",88,NA,NA,NA,"cross",NA,NA,NA
"brodeur",83,NA,NA,NA,"cruiseship",NA,NA,NA
"brodeur",88,NA,NA,NA,"spider",NA,NA,NA
"brodeur",71,NA,NA,NA,"dalmatian",NA,NA,NA
"brodeur",100,NA,NA,NA,"dartboard",NA,NA,NA
"brodeur",93,NA,NA,NA,"discoball",NA,NA,NA
"brodeur",95,NA,NA,NA,"doughnut",NA,NA,NA
"brodeur",83,NA,NA,NA,"skis",NA,NA,NA
"brodeur",93,NA,NA,NA,"dreamcatcher",NA,NA,NA
"brodeur",95,NA,NA,NA,"drumsticks",NA,NA,NA
"brodeur",73,NA,NA,NA,"ducttape",NA,NA,NA
"brodeur",95,NA,NA,NA,"eiffeltower",NA,NA,NA
"brodeur",86,NA,NA,NA,"elbow",NA,NA,NA
"brodeur",90,NA,NA,NA,"escalator",NA,NA,NA
"brodeur",95,NA,NA,NA,"exitsign",NA,NA,NA
"brodeur",92,NA,NA,NA,"eyepatch",NA,NA,NA
"brodeur",93,NA,NA,NA,"fingerprint",NA,NA,NA
"brodeur",86,NA,NA,NA,"fireplace",NA,NA,NA
"brodeur",98,NA,NA,NA,"football",NA,NA,NA
"brodeur",79,NA,NA,NA,"footballhelmet",NA,NA,NA
"brodeur",98,NA,NA,NA,"fortunecookie",NA,NA,NA
"brodeur",95,NA,NA,NA,"frisbee",NA,NA,NA
"brodeur",80,NA,NA,NA,"musicsheet",NA,NA,NA
"brodeur",72,NA,NA,NA,"gazebo",NA,NA,NA
"brodeur",98,NA,NA,NA,"golfball",NA,NA,NA
"brodeur",88,NA,NA,NA,"granolabar",NA,NA,NA
"brodeur",98,NA,NA,NA,"guitarcase",NA,NA,NA
"brodeur",100,NA,NA,NA,"handcuffs",NA,NA,NA
"brodeur",81,NA,NA,NA,"cymbals",NA,NA,NA
"brodeur",100,NA,NA,NA,"harmonica",NA,NA,NA
"brodeur",83,NA,NA,NA,"hockeypuck",NA,NA,NA
"brodeur",93,NA,NA,NA,"hockeystick",NA,NA,NA
"brodeur",93,NA,NA,NA,"hulahoop",NA,NA,NA
"brodeur",100,NA,NA,NA,"horseshoe",NA,NA,NA
"brodeur",74,NA,NA,NA,"icecube",NA,NA,NA
"brodeur",79,NA,NA,NA,"ipad",NA,NA,NA
"brodeur",88,NA,NA,NA,"jeans",NA,NA,NA
"brodeur",88,NA,NA,NA,"jeep",NA,NA,NA
"brodeur",98,NA,NA,NA,"jellybeans",NA,NA,NA
"brodeur",98,NA,NA,NA,"doghouse",NA,NA,NA
"brodeur",83,NA,NA,NA,"kiwi",NA,NA,NA
"brodeur",88,NA,NA,NA,"knee",NA,NA,NA
"brodeur",79,NA,NA,NA,"kneepad",NA,NA,NA
"brodeur",78,NA,NA,NA,"brassknuckles",NA,NA,NA
"brodeur",93,NA,NA,NA,"ladybug",NA,NA,NA
"brodeur",82,NA,NA,NA,"leafblower",NA,NA,NA
"brodeur",90,NA,NA,NA,"rake",NA,NA,NA
"brodeur",85,NA,NA,NA,"licenseplate",NA,NA,NA
"brodeur",98,NA,NA,NA,"lightswitch",NA,NA,NA
"brodeur",98,NA,NA,NA,"locker",NA,NA,NA
"brodeur",83,NA,NA,NA,"lollipop",NA,NA,NA
"brodeur",95,NA,NA,NA,"compass",NA,NA,NA
"brodeur",81,NA,NA,NA,"sushi",NA,NA,NA
"brodeur",85,NA,NA,NA,"marble",NA,NA,NA
"brodeur",76,NA,NA,NA,"mask",NA,NA,NA
"brodeur",98,NA,NA,NA,"mattress",NA,NA,NA
"brodeur",88,NA,NA,NA,"microphone",NA,NA,NA
"brodeur",81,NA,NA,NA,"microwave",NA,NA,NA
"brodeur",86,NA,NA,NA,"lips",NA,NA,NA
"brodeur",76,NA,NA,NA,"mrpotatohead",NA,NA,NA
"brodeur",71,NA,NA,NA,"birdsnest",NA,NA,NA
"brodeur",95,NA,NA,NA,"noparkingsign",NA,NA,NA
"brodeur",90,NA,NA,NA,"nosmokingsign",NA,NA,NA
"brodeur",96,NA,NA,NA,"nunchuks",NA,NA,NA
"brodeur",83,NA,NA,NA,"parkingmeter",NA,NA,NA
"brodeur",79,NA,NA,NA,"pingpongtable",NA,NA,NA
"brodeur",81,NA,NA,NA,"platypus",NA,NA,NA
"brodeur",83,NA,NA,NA,"pokerchips",NA,NA,NA
"brodeur",98,NA,NA,NA,"pooltable",NA,NA,NA
"brodeur",98,NA,NA,NA,"pumpkin",NA,NA,NA
"brodeur",83,NA,NA,NA,"punchingbag",NA,NA,NA
"brodeur",79,NA,NA,NA,"recyclingbin",NA,NA,NA
"brodeur",88,NA,NA,NA,"fox",NA,NA,NA
"brodeur",71,NA,NA,NA,"fridge",NA,NA,NA
"brodeur",83,NA,NA,NA,"rollerblade",NA,NA,NA
"brodeur",95,NA,NA,NA,"rubikcube",NA,NA,NA
"brodeur",86,NA,NA,NA,"saltshaker",NA,NA,NA
"brodeur",71,NA,NA,NA,"sausage",NA,NA,NA
"brodeur",98,NA,NA,NA,"schoolbus",NA,NA,NA
"brodeur",90,NA,NA,NA,"scorpion",NA,NA,NA
"brodeur",93,NA,NA,NA,"sheep",NA,NA,NA
"brodeur",88,NA,NA,NA,"showerhead",NA,NA,NA
"brodeur",95,NA,NA,NA,"snowboard",NA,NA,NA
"brodeur",100,NA,NA,NA,"snowman",NA,NA,NA
"brodeur",88,NA,NA,NA,"snowshoe",NA,NA,NA
"brodeur",98,NA,NA,NA,"soccerball",NA,NA,NA
"brodeur",85,NA,NA,NA,"spicerack",NA,NA,NA
"brodeur",93,NA,NA,NA,"spiderweb",NA,NA,NA
"brodeur",100,NA,NA,NA,"squirrel",NA,NA,NA
"brodeur",100,NA,NA,NA,"surfboard",NA,NA,NA
"brodeur",90,NA,NA,NA,"toilet",NA,NA,NA
"brodeur",93,NA,NA,NA,"toolbox",NA,NA,NA
"brodeur",74,NA,NA,NA,"totempole",NA,NA,NA
"brodeur",76,NA,NA,NA,"toucan",NA,NA,NA
"brodeur",80,NA,NA,NA,"toyhorse",NA,NA,NA
"brodeur",72,NA,NA,NA,"toysoldier",NA,NA,NA
"brodeur",93,NA,NA,NA,"trampoline",NA,NA,NA
"brodeur",90,NA,NA,NA,"treadmill",NA,NA,NA
"brodeur",93,NA,NA,NA,"tricycle",NA,NA,NA
"brodeur",76,NA,NA,NA,"tulip",NA,NA,NA
"brodeur",81,NA,NA,NA,"turnstile",NA,NA,NA
"brodeur",89,NA,NA,NA,"urinal",NA,NA,NA
"brodeur",73,NA,NA,NA,"walkietalkie",NA,NA,NA
"brodeur",78,NA,NA,NA,"waterfountain",NA,NA,NA
"brodeur",75,NA,NA,NA,"well",NA,NA,NA
"brodeur",72,NA,NA,NA,"wheat",NA,NA,NA
"brodeur",91,NA,NA,NA,"wheelbarrow",NA,NA,NA
"brodeur",82,NA,NA,NA,"windshieldwiper",NA,NA,NA
"brodeur",86,NA,NA,NA,"witchhat",NA,NA,NA
"brodeur",89,NA,NA,NA,"xylophone",NA,NA,NA
"brodeur",100,NA,NA,NA,"zipper",NA,NA,NA
"moreno-martinez",92,NA,NA,NA,"anchovy",NA,NA,NA
"moreno-martinez",96,NA,NA,NA,"ant",NA,NA,NA
"moreno-martinez",99,NA,NA,NA,"apple",NA,NA,NA
"moreno-martinez",71,NA,NA,NA,"armchair",NA,NA,NA
"moreno-martinez",88,NA,NA,NA,"armour",NA,NA,NA
"moreno-martinez",96,NA,NA,NA,"axe",NA,NA,NA
"moreno-martinez",91,NA,NA,NA,"bathrobe",NA,NA,NA
"moreno-martinez",76,NA,NA,NA,"bedsidetable",NA,NA,NA
"moreno-martinez",82,NA,NA,NA,"beetle",NA,NA,NA
"moreno-martinez",77,NA,NA,NA,"boomerang",NA,NA,NA
"moreno-martinez",92,NA,NA,NA,"bracelet",NA,NA,NA
"moreno-martinez",96,NA,NA,NA,"cap",NA,NA,NA
"moreno-martinez",85,NA,NA,NA,"carnation",NA,NA,NA
"moreno-martinez",81,NA,NA,NA,"cathedral",NA,NA,NA
"moreno-martinez",83,NA,NA,NA,"centipede",NA,NA,NA
"moreno-martinez",72,NA,NA,NA,"chestnut",NA,NA,NA
"moreno-martinez",94,NA,NA,NA,"chorizo",NA,NA,NA
"moreno-martinez",85,NA,NA,NA,"church",NA,NA,NA
"moreno-martinez",75,NA,NA,NA,"clog",NA,NA,NA
"moreno-martinez",97,NA,NA,NA,"compasses",NA,NA,NA
"moreno-martinez",93,NA,NA,NA,"cookie",NA,NA,NA
"moreno-martinez",96,NA,NA,NA,"cr̬mecaramel",NA,NA,NA
"moreno-martinez",76,NA,NA,NA,"crocodile",NA,NA,NA
"moreno-martinez",97,NA,NA,NA,"cucumber",NA,NA,NA
"moreno-martinez",95,NA,NA,NA,"daisy",NA,NA,NA
"moreno-martinez",95,NA,NA,NA,"dart",NA,NA,NA
"moreno-martinez",78,NA,NA,NA,"diamond",NA,NA,NA
"moreno-martinez",99,NA,NA,NA,"dolphin",NA,NA,NA
"moreno-martinez",92,NA,NA,NA,"drum",NA,NA,NA
"moreno-martinez",93,NA,NA,NA,"eggplant",NA,NA,NA
"moreno-martinez",93,NA,NA,NA,"felttippen",NA,NA,NA
"moreno-martinez",80,NA,NA,NA,"fig",NA,NA,NA
"moreno-martinez",76,NA,NA,NA,"fillingcabinet",NA,NA,NA
"moreno-martinez",99,NA,NA,NA,"fly",NA,NA,NA
"moreno-martinez",96,NA,NA,NA,"folder",NA,NA,NA
"moreno-martinez",74,NA,NA,NA,"fondue",NA,NA,NA
"moreno-martinez",88,NA,NA,NA,"fountainpen",NA,NA,NA
"moreno-martinez",96,NA,NA,NA,"fritter",NA,NA,NA
"moreno-martinez",99,NA,NA,NA,"fryingpan",NA,NA,NA
"moreno-martinez",96,NA,NA,NA,"grapes",NA,NA,NA
"moreno-martinez",89,NA,NA,NA,"grenade",NA,NA,NA
"moreno-martinez",92,NA,NA,NA,"harp",NA,NA,NA
"moreno-martinez",87,NA,NA,NA,"hen",NA,NA,NA
"moreno-martinez",71,NA,NA,NA,"hummingbird",NA,NA,NA
"moreno-martinez",96,NA,NA,NA,"kiwifruit",NA,NA,NA
"moreno-martinez",95,NA,NA,NA,"ladybird",NA,NA,NA
"moreno-martinez",97,NA,NA,NA,"lettuce",NA,NA,NA
"moreno-martinez",99,NA,NA,NA,"ludo",NA,NA,NA
"moreno-martinez",74,NA,NA,NA,"lynx",NA,NA,NA
"moreno-martinez",96,NA,NA,NA,"maracas",NA,NA,NA
"moreno-martinez",97,NA,NA,NA,"mill",NA,NA,NA
"moreno-martinez",99,NA,NA,NA,"motorbike",NA,NA,NA
"moreno-martinez",92,NA,NA,NA,"mussel",NA,NA,NA
"moreno-martinez",99,NA,NA,NA,"necklace",NA,NA,NA
"moreno-martinez",81,NA,NA,NA,"nut",NA,NA,NA
"moreno-martinez",90,NA,NA,NA,"pasty",NA,NA,NA
"moreno-martinez",99,NA,NA,NA,"pencil",NA,NA,NA
"moreno-martinez",95,NA,NA,NA,"pendant",NA,NA,NA
"moreno-martinez",99,NA,NA,NA,"pepper",NA,NA,NA
"moreno-martinez",96,NA,NA,NA,"piano",NA,NA,NA
"moreno-martinez",99,NA,NA,NA,"pigeon",NA,NA,NA
"moreno-martinez",89,NA,NA,NA,"pincers",NA,NA,NA
"moreno-martinez",76,NA,NA,NA,"pistachio",NA,NA,NA
"moreno-martinez",84,NA,NA,NA,"pomegranate",NA,NA,NA
