"stimuli","lemma","n","percent","isPicturable","notNoun","checkThisWord","duplicateOf","synonymOf"
"flowerman","house",28,87.5,"","","","",""
"flowerman","man",28,87.5,"","","","",""
"flowerman","people",28,87.5,"","","","",""
"flowerman","flower",27,84.375,"","","","",""
"flowerman","girl",27,84.375,"","","","",""
"flowerman","street",27,84.375,"","","","",""
"flowerman","car",26,81.25,"","","","",""
"flowerman","color",26,81.25,"","","","",""
"flowerman","roof",26,81.25,"","","","",""
"flowerman","tree",26,81.25,"","","","",""
"flowerman","window",26,81.25,"","","","",""
"flowerman","bridge",25,78.125,"","","","",""
"flowerman","person",25,78.125,"","","","",""
"flowerman","fountain",24,75,"","","","",""
"flowerman","gas",24,75,"","","","",""
"flowerman","hat",24,75,"","","","",""
"flowerman","light",24,75,"","","","",""
"flowerman","lot",24,75,"","","","",""
"flowerman","picture",24,75,"","","","",""
"flowerman","shutter",24,75,"","","","",""
"flowerman","sign",24,75,"","","","",""
"flowerman","woman",24,75,"","","","",""
"flowerman","bar",23,71.875,"","","","",""
"flowerman","building",23,71.875,"","","","",""
"flowerman","couple",23,71.875,"","","","",""
"flowerman","dog",23,71.875,"","","","",""
"flowerman","front",23,71.875,"","","","",""
"flowerman","sale",23,71.875,"","","","",""
"flowerman","thing",23,71.875,"","","","",""
"flowerman","time",23,71.875,"","","","",""
"flowerman","town",23,71.875,"","","","",""
"flowerman","truck",23,71.875,"","","","",""
"flowerman","bait",22,68.75,"","","","",""
"flowerman","boy",22,68.75,"","","","",""
"flowerman","night",22,68.75,"","","","",""
"flowerman","shop",22,68.75,"","","","",""
"flowerman","station",22,68.75,"","","","",""
"flowerman","cafe",21,65.625,"","","","",""
"flowerman","door",21,65.625,"","","","",""
"flowerman","hair",21,65.625,"","","","",""
"flowerman","kind",21,65.625,"","","","",""
"flowerman","place",21,65.625,"","","","",""
"flowerman","water",21,65.625,"","","","",""
"flowerman","hand",20,62.5,"","","","",""
"flowerman","milk",20,62.5,"","","","",""
"flowerman","side",19,59.375,"","","","",""
"flowerman","sky",19,59.375,"","","","",""
"flowerman","top",19,59.375,"","","","",""
"flowerman","child",18,56.25,"","","","",""
"flowerman","ferris",18,56.25,"","","","",""
"flowerman","story",18,56.25,"","","","",""
"flowerman","wheel",18,56.25,"","","","",""
"flowerman","corner",17,53.125,"","","","",""
"flowerman","scene",17,53.125,"","","","",""
"flowerman","telescope",17,53.125,"","","","",""
"flowerman","um",17,53.125,"","","","",""
"flowerman","wheelchair",17,53.125,"","","","",""
"flowerman","yard",17,53.125,"","","","",""
"flowerman","artist",16,50,"","","","",""
"flowerman","bag",16,50,"","","","",""
"flowerman","bit",16,50,"","","","",""
"flowerman","cart",16,50,"","","","",""
"flowerman","lawn",16,50,"","","","",""
"flowerman","motorcycle",16,50,"","","","",""
"flowerman","mover",16,50,"","","","",""
"flowerman","mower",16,50,"","","","",""
"flowerman","one",16,50,"","","","",""
"flowerman","part",16,50,"","","","",""
"flowerman","balcony",15,46.875,"","","","",""
"flowerman","chimney",15,46.875,"","","","",""
"flowerman","day",15,46.875,"","","","",""
"flowerman","grass",15,46.875,"","","","",""
"flowerman","guy",15,46.875,"","","","",""
"flowerman","leg",15,46.875,"","","","",""
"flowerman","life",15,46.875,"","","","",""
"flowerman","milkman",15,46.875,"","","","",""
"flowerman","sidewalk",15,46.875,"","","","",""
"flowerman","umm",15,46.875,"","","","",""
"flowerman","apartment",14,43.75,"","","","",""
"flowerman","family",14,43.75,"","","","",""
"flowerman","floor",14,43.75,"","","","",""
"flowerman","page",14,43.75,"","","","",""
"flowerman","painting",14,43.75,"","","","",""
"flowerman","scooter",14,43.75,"","","","",""
"flowerman","shirt",14,43.75,"","","","",""
"flowerman","background",13,40.625,"","","","",""
"flowerman","brick",13,40.625,"","","","",""
"flowerman","cat",13,40.625,"","","","",""
"flowerman","fire",13,40.625,"","","","",""
"flowerman","left",13,40.625,"","","","",""
"flowerman","skirt",13,40.625,"","","","",""
"flowerman","step",13,40.625,"","","","",""
"flowerman","way",13,40.625,"","","","",""
"flowerman","activity",12,37.5,"","","","",""
"flowerman","area",12,37.5,"","","","",""
"flowerman","awning",12,37.5,"","","","",""
"flowerman","back",12,37.5,"","","","",""
"flowerman","clock",12,37.5,"","","","",""
"flowerman","coat",12,37.5,"","","","",""
"flowerman","face",12,37.5,"","","","",""
"flowerman","fence",12,37.5,"","","","",""
"flowerman","kid",12,37.5,"","","","",""
"flowerman","lady",12,37.5,"","","","",""
"flowerman","room",12,37.5,"","","","",""
"flowerman","smoke",12,37.5,"","","","",""
"flowerman","tent",12,37.5,"","","","",""
"flowerman","bottom",11,34.375,"","","","",""
"flowerman","clown",11,34.375,"","","","",""
"flowerman","cobblestone",11,34.375,"","","","",""
"flowerman","daughter",11,34.375,"","","","",""
"flowerman","edge",11,34.375,"","","","",""
"flowerman","glass",11,34.375,"","","","",""
"flowerman","horse",11,34.375,"","","","",""
"flowerman","ladder",11,34.375,"","","","",""
"flowerman","rooftop",11,34.375,"","","","",""
"flowerman","shaker",11,34.375,"","","","",""
"flowerman","statue",11,34.375,"","","","",""
"flowerman","stone",11,34.375,"","","","",""
"flowerman","tie",11,34.375,"","","","",""
"flowerman","towel",11,34.375,"","","","",""
"flowerman","uh",11,34.375,"","","","",""
"flowerman","animal",10,31.25,"","","","",""
"flowerman","ball",10,31.25,"","","","",""
"flowerman","cloud",10,31.25,"","","","",""
"flowerman","eye",10,31.25,"","","","",""
"flowerman","gentleman",10,31.25,"","","","",""
"flowerman","home",10,31.25,"","","","",""
"flowerman","ice",10,31.25,"","","","",""
"flowerman","middle",10,31.25,"","","","",""
"flowerman","mother",10,31.25,"","","","",""
"flowerman","neighborhood",10,31.25,"","","","",""
"flowerman","rest",10,31.25,"","","","",""
"flowerman","right",10,31.25,"","","","",""
"flowerman","road",10,31.25,"","","","",""
"flowerman","umbrella",10,31.25,"","","","",""
"flowerman","village",10,31.25,"","","","",""
"flowerman","walk",10,31.25,"","","","",""
"flowerman","anchor",9,28.125,"","","","",""
"flowerman","bath",9,28.125,"","","","",""
"flowerman","chair",9,28.125,"","","","",""
"flowerman","character",9,28.125,"","","","",""
"flowerman","daytime",9,28.125,"","","","",""
"flowerman","evening",9,28.125,"","","","",""
"flowerman","hydrant",9,28.125,"","","","",""
"flowerman","neighbor",9,28.125,"","","","",""
"flowerman","pipe",9,28.125,"","","","",""
"flowerman","river",9,28.125,"","","","",""
"flowerman","scarf",9,28.125,"","","","",""
"flowerman","sort",9,28.125,"","","","",""
"flowerman","type",9,28.125,"","","","",""
"flowerman","bow",8,25,"","","","",""
"flowerman","cast",8,25,"","","","",""
"flowerman","city",8,25,"","","","",""
"flowerman","clothes",8,25,"","","","",""
"flowerman","cream",8,25,"","","","",""
"flowerman","curtain",8,25,"","","","",""
"flowerman","dancing",8,25,"","","","",""
"flowerman","delivery",8,25,"","","","",""
"flowerman","ditch",8,25,"","","","",""
"flowerman","jacket",8,25,"","","","",""
"flowerman","lamp",8,25,"","","","",""
"flowerman","palette",8,25,"","","","",""
"flowerman","purple",8,25,"","","","",""
"flowerman","table",8,25,"","","","",""
"flowerman","view",8,25,"","","","",""
"flowerman","arm",7,21.875,"","","","",""
"flowerman","baby",7,21.875,"","","","",""
"flowerman","box",7,21.875,"","","","",""
"flowerman","business",7,21.875,"","","","",""
"flowerman","cocacola",7,21.875,"","","","",""
"flowerman","direction",7,21.875,"","","","",""
"flowerman","dock",7,21.875,"","","","",""
"flowerman","dress",7,21.875,"","","","",""
"flowerman","father",7,21.875,"","","","",""
"flowerman","flowers",7,21.875,"","","","",""
"flowerman","guitar",7,21.875,"","","","",""
"flowerman","head",7,21.875,"","","","",""
"flowerman","painter",7,21.875,"","","","",""
"flowerman","wall",7,21.875,"","","","",""
"flowerman","bathtub",6,18.75,"","","","",""
"flowerman","boat",6,18.75,"","","","",""
"flowerman","center",6,18.75,"","","","",""
"flowerman","circus",6,18.75,"","","","",""
"flowerman","doorway",6,18.75,"","","","",""
"flowerman","easel",6,18.75,"","","","",""
"flowerman","green",6,18.75,"","","","",""
"flowerman","hmm",6,18.75,"","","","",""
"flowerman","hold",6,18.75,"","","","",""
"flowerman","intersection",6,18.75,"","","","",""
"flowerman","lake",6,18.75,"","","","",""
"flowerman","lamps",6,18.75,"","","","",""
"flowerman","look",6,18.75,"","","","",""
"flowerman","number",6,18.75,"","","","",""
"flowerman","orange",6,18.75,"","","","",""
"flowerman","shape",6,18.75,"","","","",""
"flowerman","shoulder",6,18.75,"","","","",""
"flowerman","up",6,18.75,"","","","",""
"flowerman","van",6,18.75,"","","","",""
"flowerman","wife",6,18.75,"","","","",""
"flowerman","work",6,18.75,"","","","",""
"flowerman","balloon",5,15.625,"","","","",""
"flowerman","beard",5,15.625,"","","","",""
"flowerman","book",5,15.625,"","","","",""
"flowerman","build",5,15.625,"","","","",""
"flowerman","care",5,15.625,"","","","",""
"flowerman","carnival",5,15.625,"","","","",""
"flowerman","darker",5,15.625,"","","","",""
"flowerman","fact",5,15.625,"","","","",""
"flowerman","fish",5,15.625,"","","","",""
"flowerman","foot",5,15.625,"","","","",""
"flowerman","garage",5,15.625,"","","","",""
"flowerman","grandchild",5,15.625,"","","","",""
"flowerman","grill",5,15.625,"","","","",""
"flowerman","image",5,15.625,"","","","",""
"flowerman","lamppost",5,15.625,"","","","",""
"flowerman","level",5,15.625,"","","","",""
